TID;Starttime;Endtime;Activity
40;2024-03-02 04:21:00;2024-03-02 04:21:00;Waiting in backlog unmatched
41;2024-03-02 04:28:11;2024-03-02 04:28:12;Validating
41;2024-03-02 04:28:12;2024-03-02 04:28:12;Waiting in backlog unmatched
42;2024-03-02 04:31:25;2024-03-02 04:31:26;Validating
42;2024-03-02 04:31:26;2024-03-02 04:31:26;Waiting in backlog unmatched
43;2024-03-02 04:44:10;2024-03-02 04:44:11;Validating
8;2024-03-02 04:44:11;2024-03-02 04:44:12;Matching
43;2024-03-02 04:44:11;2024-03-02 04:44:12;Matching
44;2024-03-02 04:44:47;2024-03-02 04:44:48;Validating
22;2024-03-02 04:44:48;2024-03-02 04:44:49;Matching
44;2024-03-02 04:44:48;2024-03-02 04:44:49;Matching
45;2024-03-02 04:49:07;2024-03-02 04:49:08;Validating
45;2024-03-02 04:49:08;2024-03-02 04:49:08;Waiting in backlog unmatched
46;2024-03-02 04:50:24;2024-03-02 04:50:25;Validating
46;2024-03-02 04:50:25;2024-03-02 04:50:25;Waiting in backlog unmatched
47;2024-03-02 04:53:49;2024-03-02 04:53:50;Validating
47;2024-03-02 04:53:50;2024-03-02 04:53:50;Waiting in backlog unmatched
48;2024-03-02 04:57:05;2024-03-02 04:57:06;Validating
48;2024-03-02 04:57:06;2024-03-02 04:57:06;Waiting in backlog unmatched
49;2024-03-02 05:03:40;2024-03-02 05:03:41;Validating
46;2024-03-02 05:03:41;2024-03-02 05:03:42;Matching
49;2024-03-02 05:03:41;2024-03-02 05:03:42;Matching
50;2024-03-02 05:07:29;2024-03-02 05:07:30;Validating
50;2024-03-02 05:07:30;2024-03-02 05:07:30;Waiting in backlog unmatched
51;2024-03-02 05:12:46;2024-03-02 05:12:47;Validating
51;2024-03-02 05:12:47;2024-03-02 05:12:47;Waiting in backlog unmatched
52;2024-03-02 05:14:37;2024-03-02 05:14:38;Validating
52;2024-03-02 05:14:38;2024-03-02 05:14:38;Waiting in backlog unmatched
53;2024-03-02 05:16:27;2024-03-02 05:16:28;Validating
53;2024-03-02 05:16:28;2024-03-02 05:16:28;Waiting in backlog unmatched
54;2024-03-02 05:17:51;2024-03-02 05:17:52;Validating
54;2024-03-02 05:17:52;2024-03-02 05:17:52;Waiting in backlog unmatched
55;2024-03-02 05:19:32;2024-03-02 05:19:33;Validating
55;2024-03-02 05:19:33;2024-03-02 05:19:33;Waiting in backlog unmatched
56;2024-03-02 05:22:59;2024-03-02 05:23:00;Validating
56;2024-03-02 05:23:00;2024-03-02 05:23:00;Waiting in backlog unmatched
57;2024-03-02 05:29:18;2024-03-02 05:29:19;Validating
57;2024-03-02 05:29:19;2024-03-02 05:29:19;Waiting in backlog unmatched
58;2024-03-02 05:31:33;2024-03-02 05:31:34;Validating
58;2024-03-02 05:31:34;2024-03-02 05:31:34;Waiting in backlog unmatched
59;2024-03-02 05:42:01;2024-03-02 05:42:02;Validating
59;2024-03-02 05:42:02;2024-03-02 05:42:02;Waiting in backlog unmatched
60;2024-03-02 05:45:42;2024-03-02 05:45:43;Validating
60;2024-03-02 05:45:43;2024-03-02 05:45:43;Waiting in backlog unmatched
61;2024-03-02 05:49:49;2024-03-02 05:49:50;Validating
61;2024-03-02 05:49:50;2024-03-02 05:49:50;Waiting in backlog unmatched
62;2024-03-02 05:49:52;2024-03-02 05:49:53;Validating
62;2024-03-02 05:49:53;2024-03-02 05:49:53;Waiting in backlog unmatched
63;2024-03-02 05:50:45;2024-03-02 05:50:46;Validating
63;2024-03-02 05:50:46;2024-03-02 05:50:46;Waiting in backlog unmatched
64;2024-03-02 05:51:05;2024-03-02 05:51:06;Validating
64;2024-03-02 05:51:06;2024-03-02 05:51:06;Waiting in backlog unmatched
65;2024-03-02 05:55:12;2024-03-02 05:55:13;Validating
65;2024-03-02 05:55:13;2024-03-02 05:55:13;Waiting in backlog unmatched
66;2024-03-02 05:59:33;2024-03-02 05:59:34;Validating
66;2024-03-02 05:59:34;2024-03-02 05:59:34;Waiting in backlog unmatched
67;2024-03-02 06:06:45;2024-03-02 06:06:46;Validating
67;2024-03-02 06:06:46;2024-03-02 06:06:46;Waiting in backlog unmatched
68;2024-03-02 06:07:44;2024-03-02 06:07:45;Validating
68;2024-03-02 06:07:45;2024-03-02 06:07:45;Waiting in backlog unmatched
69;2024-03-02 06:10:13;2024-03-02 06:10:14;Validating
69;2024-03-02 06:10:14;2024-03-02 06:10:14;Waiting in backlog unmatched
70;2024-03-02 06:12:00;2024-03-02 06:12:01;Validating
70;2024-03-02 06:12:01;2024-03-02 06:12:01;Waiting in backlog unmatched
71;2024-03-02 06:12:29;2024-03-02 06:12:30;Validating
71;2024-03-02 06:12:30;2024-03-02 06:12:30;Waiting in backlog unmatched
72;2024-03-02 06:14:02;2024-03-02 06:14:03;Validating
72;2024-03-02 06:14:03;2024-03-02 06:14:03;Waiting in backlog unmatched
73;2024-03-02 06:20:29;2024-03-02 06:20:30;Validating
73;2024-03-02 06:20:30;2024-03-02 06:20:30;Waiting in backlog unmatched
74;2024-03-02 06:25:04;2024-03-02 06:25:05;Validating
74;2024-03-02 06:25:05;2024-03-02 06:25:05;Waiting in backlog unmatched
75;2024-03-02 06:25:41;2024-03-02 06:25:42;Validating
75;2024-03-02 06:25:42;2024-03-02 06:25:42;Waiting in backlog unmatched
76;2024-03-02 06:30:47;2024-03-02 06:30:48;Validating
76;2024-03-02 06:30:48;2024-03-02 06:30:48;Waiting in backlog unmatched
77;2024-03-02 06:39:26;2024-03-02 06:39:27;Validating
77;2024-03-02 06:39:27;2024-03-02 06:39:27;Waiting in backlog unmatched
78;2024-03-02 06:41:44;2024-03-02 06:41:45;Validating
75;2024-03-02 06:41:45;2024-03-02 06:41:46;Matching
78;2024-03-02 06:41:45;2024-03-02 06:41:46;Matching
79;2024-03-02 06:46:06;2024-03-02 06:46:07;Validating
79;2024-03-02 06:46:07;2024-03-02 06:46:07;Waiting in backlog unmatched
80;2024-03-02 06:52:52;2024-03-02 06:52:53;Validating
80;2024-03-02 06:52:53;2024-03-02 06:52:53;Waiting in backlog unmatched
81;2024-03-02 07:06:00;2024-03-02 07:06:01;Validating
30;2024-03-02 07:06:01;2024-03-02 07:06:02;Matching
81;2024-03-02 07:06:01;2024-03-02 07:06:02;Matching
82;2024-03-02 07:06:17;2024-03-02 07:06:18;Validating
79;2024-03-02 07:06:18;2024-03-02 07:06:19;Matching
82;2024-03-02 07:06:18;2024-03-02 07:06:19;Matching
83;2024-03-02 07:14:29;2024-03-02 07:14:30;Validating
83;2024-03-02 07:14:30;2024-03-02 07:14:30;Waiting in backlog unmatched
84;2024-03-02 07:16:04;2024-03-02 07:16:05;Validating
84;2024-03-02 07:16:05;2024-03-02 07:16:05;Waiting in backlog unmatched
85;2024-03-02 07:16:56;2024-03-02 07:16:57;Validating
85;2024-03-02 07:16:57;2024-03-02 07:16:57;Waiting in backlog unmatched
86;2024-03-02 07:40:11;2024-03-02 07:40:12;Validating
4;2024-03-02 07:40:12;2024-03-02 07:40:13;Matching
86;2024-03-02 07:40:12;2024-03-02 07:40:13;Matching
87;2024-03-02 07:41:55;2024-03-02 07:41:56;Validating
55;2024-03-02 07:41:56;2024-03-02 07:41:57;Matching
87;2024-03-02 07:41:56;2024-03-02 07:41:57;Matching
88;2024-03-02 07:43:58;2024-03-02 07:43:59;Validating
88;2024-03-02 07:43:59;2024-03-02 07:43:59;Waiting in backlog unmatched
89;2024-03-02 07:58:47;2024-03-02 07:58:48;Validating
51;2024-03-02 07:58:48;2024-03-02 07:58:49;Matching
89;2024-03-02 07:58:48;2024-03-02 07:58:49;Matching
90;2024-03-02 08:02:42;2024-03-02 08:02:43;Validating
90;2024-03-02 08:02:43;2024-03-02 08:02:43;Waiting in backlog unmatched
91;2024-03-02 08:03:17;2024-03-02 08:03:18;Validating
91;2024-03-02 08:03:18;2024-03-02 08:03:18;Waiting in backlog unmatched
92;2024-03-02 08:04:46;2024-03-02 08:04:47;Validating
92;2024-03-02 08:04:47;2024-03-02 08:04:47;Waiting in backlog unmatched
93;2024-03-02 08:04:56;2024-03-02 08:04:57;Validating
93;2024-03-02 08:04:57;2024-03-02 08:04:57;Waiting in backlog unmatched
94;2024-03-02 08:07:18;2024-03-02 08:07:19;Validating
94;2024-03-02 08:07:19;2024-03-02 08:07:19;Waiting in backlog unmatched
95;2024-03-02 08:10:35;2024-03-02 08:10:36;Validating
45;2024-03-02 08:10:36;2024-03-02 08:10:37;Matching
95;2024-03-02 08:10:36;2024-03-02 08:10:37;Matching
96;2024-03-02 08:14:43;2024-03-02 08:14:44;Validating
96;2024-03-02 08:14:44;2024-03-02 08:14:44;Waiting in backlog unmatched
97;2024-03-02 08:15:50;2024-03-02 08:15:51;Validating
97;2024-03-02 08:15:51;2024-03-02 08:15:51;Waiting in backlog unmatched
98;2024-03-02 08:42:11;2024-03-02 08:42:12;Validating
98;2024-03-02 08:42:12;2024-03-02 08:42:12;Waiting in backlog unmatched
99;2024-03-02 08:50:20;2024-03-02 08:50:21;Validating
99;2024-03-02 08:50:21;2024-03-02 08:50:21;Waiting in backlog unmatched
100;2024-03-02 08:56:12;2024-03-02 08:56:13;Validating
100;2024-03-02 08:56:13;2024-03-02 08:56:13;Waiting in backlog unmatched
101;2024-03-02 09:00:17;2024-03-02 09:00:18;Validating
85;2024-03-02 09:00:18;2024-03-02 09:00:19;Matching
101;2024-03-02 09:00:18;2024-03-02 09:00:19;Matching
102;2024-03-02 09:17:09;2024-03-02 09:17:10;Validating
52;2024-03-02 09:17:10;2024-03-02 09:17:11;Matching
102;2024-03-02 09:17:10;2024-03-02 09:17:11;Matching
103;2024-03-02 09:21:01;2024-03-02 09:21:02;Validating
103;2024-03-02 09:21:02;2024-03-02 09:21:02;Waiting in backlog unmatched
104;2024-03-02 09:21:17;2024-03-02 09:21:18;Validating
104;2024-03-02 09:21:18;2024-03-02 09:21:18;Waiting in backlog unmatched
105;2024-03-02 09:24:27;2024-03-02 09:24:28;Validating
105;2024-03-02 09:24:28;2024-03-02 09:24:28;Waiting in backlog unmatched
106;2024-03-02 09:33:56;2024-03-02 09:33:57;Validating
106;2024-03-02 09:33:57;2024-03-02 09:33:57;Waiting in backlog unmatched
107;2024-03-02 09:38:10;2024-03-02 09:38:11;Validating
65;2024-03-02 09:38:11;2024-03-02 09:38:12;Matching
107;2024-03-02 09:38:11;2024-03-02 09:38:12;Matching
108;2024-03-02 09:47:37;2024-03-02 09:47:38;Validating
19;2024-03-02 09:47:38;2024-03-02 09:47:39;Matching
108;2024-03-02 09:47:38;2024-03-02 09:47:39;Matching
109;2024-03-02 09:53:03;2024-03-02 09:53:04;Validating
16;2024-03-02 09:53:04;2024-03-02 09:53:05;Matching
109;2024-03-02 09:53:04;2024-03-02 09:53:05;Matching
110;2024-03-02 09:55:38;2024-03-02 09:55:39;Validating
110;2024-03-02 09:55:39;2024-03-02 09:55:39;Waiting in backlog unmatched
111;2024-03-02 09:55:40;2024-03-02 09:55:41;Validating
32;2024-03-02 09:55:41;2024-03-02 09:55:42;Matching
111;2024-03-02 09:55:41;2024-03-02 09:55:42;Matching
112;2024-03-02 10:03:42;2024-03-02 10:03:43;Validating
112;2024-03-02 10:03:43;2024-03-02 10:03:43;Waiting in backlog unmatched
113;2024-03-02 10:05:34;2024-03-02 10:05:35;Validating
21;2024-03-02 10:05:35;2024-03-02 10:05:36;Matching
113;2024-03-02 10:05:35;2024-03-02 10:05:36;Matching
114;2024-03-02 10:10:48;2024-03-02 10:10:49;Validating
114;2024-03-02 10:10:49;2024-03-02 10:10:49;Waiting in backlog unmatched
115;2024-03-02 10:24:27;2024-03-02 10:24:28;Validating
115;2024-03-02 10:24:28;2024-03-02 10:24:28;Waiting in backlog unmatched
116;2024-03-02 10:33:59;2024-03-02 10:34:00;Validating
116;2024-03-02 10:34:00;2024-03-02 10:34:00;Waiting in backlog unmatched
117;2024-03-02 10:35:40;2024-03-02 10:35:41;Validating
31;2024-03-02 10:35:41;2024-03-02 10:35:42;Matching
117;2024-03-02 10:35:41;2024-03-02 10:35:42;Matching
118;2024-03-02 10:36:13;2024-03-02 10:36:14;Validating
94;2024-03-02 10:36:14;2024-03-02 10:36:15;Matching
118;2024-03-02 10:36:14;2024-03-02 10:36:15;Matching
119;2024-03-02 10:39:25;2024-03-02 10:39:26;Validating
6;2024-03-02 10:39:26;2024-03-02 10:39:27;Matching
119;2024-03-02 10:39:26;2024-03-02 10:39:27;Matching
120;2024-03-02 10:43:02;2024-03-02 10:43:03;Validating
120;2024-03-02 10:43:03;2024-03-02 10:43:03;Waiting in backlog unmatched
121;2024-03-02 10:54:13;2024-03-02 10:54:14;Validating
121;2024-03-02 10:54:14;2024-03-02 10:54:14;Waiting in backlog unmatched
122;2024-03-02 10:56:24;2024-03-02 10:56:25;Validating
122;2024-03-02 10:56:25;2024-03-02 10:56:25;Waiting in backlog unmatched
123;2024-03-02 10:57:27;2024-03-02 10:57:28;Validating
105;2024-03-02 10:57:28;2024-03-02 10:57:29;Matching
123;2024-03-02 10:57:28;2024-03-02 10:57:29;Matching
124;2024-03-02 11:07:30;2024-03-02 11:07:31;Validating
124;2024-03-02 11:07:31;2024-03-02 11:07:31;Waiting in backlog unmatched
125;2024-03-02 11:17:34;2024-03-02 11:17:35;Validating
125;2024-03-02 11:17:35;2024-03-02 11:17:35;Waiting in backlog unmatched
126;2024-03-02 11:18:12;2024-03-02 11:18:13;Validating
124;2024-03-02 11:18:13;2024-03-02 11:18:14;Matching
126;2024-03-02 11:18:13;2024-03-02 11:18:14;Matching
127;2024-03-02 11:20:37;2024-03-02 11:20:38;Validating
127;2024-03-02 11:20:38;2024-03-02 11:20:38;Waiting in backlog unmatched
128;2024-03-02 11:32:03;2024-03-02 11:32:04;Validating
128;2024-03-02 11:32:04;2024-03-02 11:32:04;Waiting in backlog unmatched
129;2024-03-02 11:36:22;2024-03-02 11:36:23;Validating
129;2024-03-02 11:36:23;2024-03-02 11:36:23;Waiting in backlog unmatched
130;2024-03-02 11:37:23;2024-03-02 11:37:24;Validating
130;2024-03-02 11:37:24;2024-03-02 11:37:24;Waiting in backlog unmatched
131;2024-03-02 11:39:09;2024-03-02 11:39:10;Validating
131;2024-03-02 11:39:10;2024-03-02 11:39:10;Waiting in backlog unmatched
132;2024-03-02 11:40:02;2024-03-02 11:40:03;Validating
132;2024-03-02 11:40:03;2024-03-02 11:40:03;Waiting in backlog unmatched
133;2024-03-02 11:44:52;2024-03-02 11:44:53;Validating
96;2024-03-02 11:44:53;2024-03-02 11:44:54;Matching
133;2024-03-02 11:44:53;2024-03-02 11:44:54;Matching
134;2024-03-02 11:45:08;2024-03-02 11:45:09;Validating
40;2024-03-02 11:45:09;2024-03-02 11:45:10;Matching
134;2024-03-02 11:45:09;2024-03-02 11:45:10;Matching
135;2024-03-02 11:57:10;2024-03-02 11:57:11;Validating
62;2024-03-02 11:57:11;2024-03-02 11:57:12;Matching
135;2024-03-02 11:57:11;2024-03-02 11:57:12;Matching
136;2024-03-02 12:02:21;2024-03-02 12:02:22;Validating
67;2024-03-02 12:02:22;2024-03-02 12:02:23;Matching
136;2024-03-02 12:02:22;2024-03-02 12:02:23;Matching
137;2024-03-02 12:04:35;2024-03-02 12:04:36;Validating
137;2024-03-02 12:04:36;2024-03-02 12:04:36;Waiting in backlog unmatched
138;2024-03-02 12:07:55;2024-03-02 12:07:56;Validating
132;2024-03-02 12:07:56;2024-03-02 12:07:57;Matching
138;2024-03-02 12:07:56;2024-03-02 12:07:57;Matching
139;2024-03-02 12:13:50;2024-03-02 12:13:51;Validating
139;2024-03-02 12:13:51;2024-03-02 12:13:51;Waiting in backlog unmatched
140;2024-03-02 12:16:22;2024-03-02 12:16:23;Validating
140;2024-03-02 12:16:23;2024-03-02 12:16:23;Waiting in backlog unmatched
141;2024-03-02 12:18:34;2024-03-02 12:18:35;Validating
90;2024-03-02 12:18:35;2024-03-02 12:18:36;Matching
141;2024-03-02 12:18:35;2024-03-02 12:18:36;Matching
142;2024-03-02 12:20:24;2024-03-02 12:20:25;Validating
131;2024-03-02 12:20:25;2024-03-02 12:20:26;Matching
142;2024-03-02 12:20:25;2024-03-02 12:20:26;Matching
143;2024-03-02 12:21:06;2024-03-02 12:21:07;Validating
143;2024-03-02 12:21:07;2024-03-02 12:21:07;Waiting in backlog unmatched
144;2024-03-02 12:26:54;2024-03-02 12:26:55;Validating
92;2024-03-02 12:26:55;2024-03-02 12:26:56;Matching
144;2024-03-02 12:26:55;2024-03-02 12:26:56;Matching
145;2024-03-02 12:35:30;2024-03-02 12:35:31;Validating
143;2024-03-02 12:35:31;2024-03-02 12:35:32;Matching
145;2024-03-02 12:35:31;2024-03-02 12:35:32;Matching
146;2024-03-02 12:37:37;2024-03-02 12:37:38;Validating
146;2024-03-02 12:37:38;2024-03-02 12:37:38;Waiting in backlog unmatched
147;2024-03-02 12:49:41;2024-03-02 12:49:42;Validating
23;2024-03-02 12:49:42;2024-03-02 12:49:43;Matching
147;2024-03-02 12:49:42;2024-03-02 12:49:43;Matching
148;2024-03-02 12:50:03;2024-03-02 12:50:04;Validating
41;2024-03-02 12:50:04;2024-03-02 12:50:05;Matching
148;2024-03-02 12:50:04;2024-03-02 12:50:05;Matching
149;2024-03-02 12:56:35;2024-03-02 12:56:36;Validating
121;2024-03-02 12:56:36;2024-03-02 12:56:37;Matching
149;2024-03-02 12:56:36;2024-03-02 12:56:37;Matching
150;2024-03-02 13:00:33;2024-03-02 13:00:34;Validating
150;2024-03-02 13:00:34;2024-03-02 13:00:34;Waiting in backlog unmatched
151;2024-03-02 13:07:57;2024-03-02 13:07:58;Validating
5;2024-03-02 13:07:58;2024-03-02 13:07:59;Matching
151;2024-03-02 13:07:58;2024-03-02 13:07:59;Matching
152;2024-03-02 13:11:53;2024-03-02 13:11:54;Validating
50;2024-03-02 13:11:54;2024-03-02 13:11:55;Matching
152;2024-03-02 13:11:54;2024-03-02 13:11:55;Matching
153;2024-03-02 13:17:01;2024-03-02 13:17:02;Validating
84;2024-03-02 13:17:02;2024-03-02 13:17:03;Matching
153;2024-03-02 13:17:02;2024-03-02 13:17:03;Matching
154;2024-03-02 13:22:04;2024-03-02 13:22:05;Validating
154;2024-03-02 13:22:05;2024-03-02 13:22:05;Waiting in backlog unmatched
155;2024-03-02 13:22:57;2024-03-02 13:22:58;Validating
155;2024-03-02 13:22:58;2024-03-02 13:22:58;Waiting in backlog unmatched
156;2024-03-02 13:25:01;2024-03-02 13:25:02;Validating
59;2024-03-02 13:25:02;2024-03-02 13:25:03;Matching
156;2024-03-02 13:25:02;2024-03-02 13:25:03;Matching
157;2024-03-02 13:28:49;2024-03-02 13:28:50;Validating
80;2024-03-02 13:28:50;2024-03-02 13:28:51;Matching
157;2024-03-02 13:28:50;2024-03-02 13:28:51;Matching
158;2024-03-02 13:43:13;2024-03-02 13:43:14;Validating
120;2024-03-02 13:43:14;2024-03-02 13:43:15;Matching
158;2024-03-02 13:43:14;2024-03-02 13:43:15;Matching
159;2024-03-02 13:44:19;2024-03-02 13:44:20;Validating
63;2024-03-02 13:44:20;2024-03-02 13:44:21;Matching
159;2024-03-02 13:44:20;2024-03-02 13:44:21;Matching
160;2024-03-02 13:47:44;2024-03-02 13:47:45;Validating
97;2024-03-02 13:47:45;2024-03-02 13:47:46;Matching
160;2024-03-02 13:47:45;2024-03-02 13:47:46;Matching
161;2024-03-02 13:54:20;2024-03-02 13:54:21;Validating
60;2024-03-02 13:54:21;2024-03-02 13:54:22;Matching
161;2024-03-02 13:54:21;2024-03-02 13:54:22;Matching
162;2024-03-02 13:56:21;2024-03-02 13:56:22;Validating
88;2024-03-02 13:56:22;2024-03-02 13:56:23;Matching
162;2024-03-02 13:56:22;2024-03-02 13:56:23;Matching
163;2024-03-02 14:07:31;2024-03-02 14:07:32;Validating
163;2024-03-02 14:07:32;2024-03-02 14:07:32;Waiting in backlog unmatched
164;2024-03-02 14:24:58;2024-03-02 14:24:59;Validating
128;2024-03-02 14:24:59;2024-03-02 14:25:00;Matching
164;2024-03-02 14:24:59;2024-03-02 14:25:00;Matching
165;2024-03-02 14:27:51;2024-03-02 14:27:52;Validating
165;2024-03-02 14:27:52;2024-03-02 14:27:52;Waiting in backlog unmatched
166;2024-03-02 14:30:15;2024-03-02 14:30:16;Validating
93;2024-03-02 14:30:16;2024-03-02 14:30:17;Matching
166;2024-03-02 14:30:16;2024-03-02 14:30:17;Matching
167;2024-03-02 14:33:52;2024-03-02 14:33:53;Validating
17;2024-03-02 14:33:53;2024-03-02 14:33:54;Matching
167;2024-03-02 14:33:53;2024-03-02 14:33:54;Matching
168;2024-03-02 14:52:27;2024-03-02 14:52:28;Validating
168;2024-03-02 14:52:28;2024-03-02 14:52:28;Waiting in backlog unmatched
169;2024-03-02 14:56:49;2024-03-02 14:56:50;Validating
169;2024-03-02 14:56:50;2024-03-02 14:56:50;Waiting in backlog unmatched
170;2024-03-02 14:57:02;2024-03-02 14:57:03;Validating
106;2024-03-02 14:57:03;2024-03-02 14:57:04;Matching
170;2024-03-02 14:57:03;2024-03-02 14:57:04;Matching
171;2024-03-02 15:01:23;2024-03-02 15:01:24;Validating
64;2024-03-02 15:01:24;2024-03-02 15:01:25;Matching
171;2024-03-02 15:01:24;2024-03-02 15:01:25;Matching
172;2024-03-02 15:02:09;2024-03-02 15:02:10;Validating
172;2024-03-02 15:02:10;2024-03-02 15:02:10;Waiting in backlog unmatched
173;2024-03-02 15:07:51;2024-03-02 15:07:52;Validating
173;2024-03-02 15:07:52;2024-03-02 15:07:52;Waiting in backlog unmatched
174;2024-03-02 15:18:21;2024-03-02 15:18:22;Validating
174;2024-03-02 15:18:22;2024-03-02 15:18:22;Waiting in backlog unmatched
175;2024-03-02 15:21:10;2024-03-02 15:21:11;Validating
