Starttime;TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode
2024-01-01 05:01:19;86;2024-01-01 03:53:43;43221462.23;1;3;3;3;56
2024-01-01 05:01:19;114;2024-01-01 05:01:13;43221462.23;3;0;1;0;56
2024-01-01 05:11:05;36;2024-01-01 02:13:55;25987683.46;3;3;1;3;37
2024-01-01 05:11:05;118;2024-01-01 05:10:59;25987683.46;1;0;3;0;37
2024-01-01 05:11:52;116;2024-01-01 05:08:15;33185541.49;2;2;3;2;71
2024-01-01 05:11:52;120;2024-01-01 05:11:46;33185541.49;3;0;2;0;71
2024-01-01 05:21:13;103;2024-01-01 04:30:47;38821826.39;2;3;1;3;199
2024-01-01 05:21:13;125;2024-01-01 05:21:07;38821826.39;1;0;2;0;199
2024-01-01 05:22:02;94;2024-01-01 04:02:56;137229575.57;3;2;2;2;67
2024-01-01 05:22:02;126;2024-01-01 05:21:56;137229575.57;2;0;3;0;67
2024-01-01 05:35:34;60;2024-01-01 02:55:34;7183382.75;1;0;2;0;60
2024-01-01 05:35:34;128;2024-01-01 05:35:28;7183382.75;2;2;1;2;60
2024-01-01 05:36:41;59;2024-01-01 02:53:23;132266700.88;2;0;3;0;38
2024-01-01 05:36:41;129;2024-01-01 05:36:35;132266700.88;3;3;2;3;38
2024-01-01 05:40:33;104;2024-01-01 04:34:35;41223616.08;1;0;3;0;130
2024-01-01 05:40:33;132;2024-01-01 05:40:27;41223616.08;3;2;1;2;130
2024-01-01 05:43:11;84;2024-01-01 03:49:50;26619840.54;1;0;2;0;82
2024-01-01 05:43:11;134;2024-01-01 05:43:05;26619840.54;2;2;1;2;82
2024-01-01 05:46:45;5;2024-01-01 01:30:59;33712162.77;1;0;3;0;89
2024-01-01 05:46:45;136;2024-01-01 05:46:39;33712162.77;3;3;1;3;89
2024-01-01 05:52:25;117;2024-01-01 05:09:31;89532964.52;2;0;3;0;213
2024-01-01 05:52:25;139;2024-01-01 05:52:19;89532964.52;3;2;2;2;213
2024-01-01 05:54:08;83;2024-01-01 03:48:14;26391574.76;1;2;2;2;189
2024-01-01 05:54:08;140;2024-01-01 05:54:02;26391574.76;2;0;1;0;189
2024-01-01 05:58:32;76;2024-01-01 03:29:11;3161344.47;1;0;3;0;21
2024-01-01 05:58:32;143;2024-01-01 05:58:26;3161344.47;3;2;1;2;21
2024-01-01 06:13:56;115;2024-01-01 05:06:51;39449608.91;2;2;1;2;34
2024-01-01 06:13:56;149;2024-01-01 06:13:50;39449608.91;1;0;2;0;34
2024-01-01 06:16:44;78;2024-01-01 03:30:37;72334665.8;3;1;2;1;28
2024-01-01 06:16:44;151;2024-01-01 06:16:38;72334665.8;2;0;3;0;28
2024-01-01 06:24:41;91;2024-01-01 04:00:10;35201064.76;3;0;2;0;154
2024-01-01 06:24:41;153;2024-01-01 06:24:35;35201064.76;2;1;3;1;154
2024-01-01 06:25:37;56;2024-01-01 02:50:18;15950525.29;3;0;1;0;11
2024-01-01 06:25:37;155;2024-01-01 06:25:31;15950525.29;1;3;3;3;11
2024-01-01 06:30:46;97;2024-01-01 04:14:32;18692332.12;2;0;1;0;64
2024-01-01 06:30:46;156;2024-01-01 06:30:40;18692332.12;1;3;2;3;64
2024-01-01 06:39:57;113;2024-01-01 04:58:17;18783073.18;2;2;3;2;7
2024-01-01 06:39:57;159;2024-01-01 06:39:51;18783073.18;3;0;2;0;7
2024-01-01 06:54:53;38;2024-01-01 02:16:26;34870900.83;3;0;1;0;164
2024-01-01 06:54:53;162;2024-01-01 06:54:47;34870900.83;1;1;3;1;164
2024-01-01 06:56:00;52;2024-01-01 02:45:31;56852677.49;3;1;2;1;2
2024-01-01 06:56:00;163;2024-01-01 06:55:54;56852677.49;2;0;3;0;2
2024-01-01 06:57:06;93;2024-01-01 04:01:45;40151678.52;3;0;1;0;41
2024-01-01 06:57:06;164;2024-01-01 06:57:00;40151678.52;1;2;3;2;41
2024-01-01 07:14:08;63;2024-01-01 03:04:36;30837993.42;3;3;1;3;177
2024-01-01 07:14:08;168;2024-01-01 07:14:02;30837993.42;1;0;3;0;177
2024-01-01 07:15:25;150;2024-01-01 06:15:36;2991875.07;1;0;2;0;182
2024-01-01 07:15:25;170;2024-01-01 07:15:19;2991875.07;2;3;1;3;182
2024-01-01 07:21:25;89;2024-01-01 03:56:24;144986202.72;2;0;3;0;73
2024-01-01 07:21:25;172;2024-01-01 07:21:19;144986202.72;3;3;2;3;73
2024-01-01 07:30:32;112;2024-01-01 04:51:15;30100413.07;2;0;1;0;95
2024-01-01 07:30:32;173;2024-01-01 07:30:26;30100413.07;1;3;2;3;95
2024-01-01 08:08:01;145;2024-01-01 05:59:23;37723467.25;3;0;2;0;145
2024-01-01 08:08:01;181;2024-01-01 08:07:55;37723467.25;2;2;3;2;145
2024-01-01 08:08:39;131;2024-01-01 05:39:57;10479927.38;3;0;1;0;176
2024-01-01 08:08:39;182;2024-01-01 08:08:33;10479927.38;1;2;3;2;176
2024-01-01 08:10:03;54;2024-01-01 02:49:08;30486220.31;1;0;3;0;175
2024-01-01 08:10:03;183;2024-01-01 08:09:57;30486220.31;3;3;1;3;175
2024-01-01 08:29:29;2;2024-01-01 00:31:18;21283232.97;1;0;2;0;116
2024-01-01 08:29:29;187;2024-01-01 08:29:23;21283232.97;2;3;1;3;116
2024-01-01 08:40:50;65;2024-01-01 03:06:12;23147543.66;2;1;3;1;172
2024-01-01 08:40:50;188;2024-01-01 08:40:44;23147543.66;3;0;2;0;172
2024-01-01 08:44:22;11;2024-01-01 01:38:51;26193261.81;3;1;1;1;16
2024-01-01 08:44:22;189;2024-01-01 08:44:16;26193261.81;1;0;3;0;16
2024-01-01 08:47:21;158;2024-01-01 06:39:41;130973074.78;1;1;2;1;148
2024-01-01 08:47:21;192;2024-01-01 08:47:15;130973074.78;2;0;1;0;148
2024-01-01 08:58:44;121;2024-01-01 05:12:11;35049127.18;3;1;1;1;204
2024-01-01 08:58:44;196;2024-01-01 08:58:38;35049127.18;1;0;3;0;204
2024-01-01 09:09:58;35;2024-01-01 02:11:36;4147979.44;2;3;1;3;221
2024-01-01 09:09:58;198;2024-01-01 09:09:52;4147979.44;1;0;2;0;221
2024-01-01 09:16:35;190;2024-01-01 08:44:54;47495774.91;3;0;1;0;206
2024-01-01 09:16:35;199;2024-01-01 09:16:29;47495774.91;1;3;3;3;206
2024-01-01 09:19:27;19;2024-01-01 01:52:47;6039216.73;1;3;3;3;156
2024-01-01 09:19:27;202;2024-01-01 09:19:21;6039216.73;3;0;1;0;156
2024-01-01 09:25:24;130;2024-01-01 05:38:38;32410943.68;2;3;1;3;74
2024-01-01 09:25:24;204;2024-01-01 09:25:18;32410943.68;1;0;2;0;74
2024-01-01 09:32:23;167;2024-01-01 07:10:42;33634933.6;3;0;1;0;151
2024-01-01 09:32:23;207;2024-01-01 09:32:17;33634933.6;1;3;3;3;151
2024-01-01 09:34:47;15;2024-01-01 01:45:56;34683557.95;3;2;1;2;218
2024-01-01 09:34:47;209;2024-01-01 09:34:41;34683557.95;1;0;3;0;218
2024-01-01 09:55:58;146;2024-01-01 06:04:05;18975708.05;1;0;2;0;132
2024-01-01 09:55:58;213;2024-01-01 09:55:52;18975708.05;2;2;1;2;132
2024-01-01 10:01:03;178;2024-01-01 08:04:39;86452036.06;2;0;1;0;143
2024-01-01 10:01:03;215;2024-01-01 10:00:57;86452036.06;1;1;2;1;143
2024-01-01 10:04:23;186;2024-01-01 08:23:17;39588901.8;1;2;3;2;161
2024-01-01 10:04:23;217;2024-01-01 10:04:17;39588901.8;3;0;1;0;161
2024-01-01 10:09:58;177;2024-01-01 07:49:22;84363683.28;1;1;2;1;77
2024-01-01 10:09:58;219;2024-01-01 10:09:52;84363683.28;2;0;1;0;77
2024-01-01 10:12:09;70;2024-01-01 03:13:03;4124631.4;1;0;3;0;207
2024-01-01 10:12:09;220;2024-01-01 10:12:03;4124631.4;3;3;1;3;207
2024-01-01 10:12:31;184;2024-01-01 08:15:16;83394170.71;3;2;2;2;105
2024-01-01 10:12:31;221;2024-01-01 10:12:25;83394170.71;2;0;3;0;105
2024-01-01 10:18:12;107;2024-01-01 04:43:08;23044964.2;1;1;3;1;19
2024-01-01 10:18:12;223;2024-01-01 10:18:06;23044964.2;3;0;1;0;19
2024-01-01 10:47:15;23;2024-01-01 01:55:53;22813133.64;1;1;3;1;84
2024-01-01 10:47:15;226;2024-01-01 10:47:09;22813133.64;3;0;1;0;84
2024-01-01 11:01:44;40;2024-01-01 02:22:15;42320585.68;3;3;1;3;152
2024-01-01 11:01:44;227;2024-01-01 11:01:38;42320585.68;1;0;3;0;152
2024-01-01 11:04:11;174;2024-01-01 07:34:01;7419448.59;3;3;1;3;15
2024-01-01 11:04:11;228;2024-01-01 11:04:05;7419448.59;1;0;3;0;15
2024-01-01 11:37:48;176;2024-01-01 07:49:11;37085250.55;1;0;2;0;190
2024-01-01 11:37:48;233;2024-01-01 11:37:42;37085250.55;2;1;1;1;190
2024-01-01 11:42:35;109;2024-01-01 04:44:50;133264581.99;3;2;2;2;91
2024-01-01 11:42:35;236;2024-01-01 11:42:29;133264581.99;2;0;3;0;91
2024-01-01 11:44:34;224;2024-01-01 10:37:42;26001959.33;3;2;2;2;187
2024-01-01 11:44:34;237;2024-01-01 11:44:28;26001959.33;2;0;3;0;187
2024-01-01 12:01:37;138;2024-01-01 05:49:52;121992720.95;2;0;3;0;137
2024-01-01 12:01:37;239;2024-01-01 12:01:31;121992720.95;3;1;2;1;137
2024-01-01 12:10:57;241;2024-01-01 12:09:17;21518727.0;1;2;2;2;115
2024-01-01 12:10:57;242;2024-01-01 12:10:51;21518727.0;2;0;1;0;115
2024-01-01 12:11:25;26;2024-01-01 02:00:08;75233061.24;2;0;3;0;216
2024-01-01 12:11:25;243;2024-01-01 12:11:19;75233061.24;3;3;2;3;216
2024-01-01 12:15:15;68;2024-01-01 03:08:31;56994477.25;1;1;2;1;188
2024-01-01 12:15:15;245;2024-01-01 12:15:09;56994477.25;2;0;1;0;188
2024-01-01 12:18:19;37;2024-01-01 02:15:11;30758800.11;3;3;1;3;178
2024-01-01 12:18:19;247;2024-01-01 12:18:13;30758800.11;1;0;3;0;178
2024-01-01 12:21:21;111;2024-01-01 04:51:09;30105794.35;2;0;1;0;166
2024-01-01 12:21:21;249;2024-01-01 12:21:15;30105794.35;1;1;2;1;166
2024-01-01 12:22:01;160;2024-01-01 06:45:57;37841304.35;3;0;1;0;92
2024-01-01 12:22:01;250;2024-01-01 12:21:55;37841304.35;1;3;3;3;92
2024-01-01 12:33:00;235;2024-01-01 11:41:57;43448559.89;3;0;2;0;103
2024-01-01 12:33:00;252;2024-01-01 12:32:54;43448559.89;2;2;3;2;103
2024-01-01 12:39:28;101;2024-01-01 04:25:44;43432253.33;2;2;3;2;87
2024-01-01 12:39:28;254;2024-01-01 12:39:22;43432253.33;3;0;2;0;87
2024-01-01 13:00:43;57;2024-01-01 02:52:07;10150358.31;3;2;1;2;191
2024-01-01 13:00:43;259;2024-01-01 13:00:37;10150358.31;1;0;3;0;191
2024-01-01 13:09:11;244;2024-01-01 12:12:39;5750788.93;2;2;1;2;61
2024-01-01 13:09:11;261;2024-01-01 13:09:05;5750788.93;1;0;2;0;61
2024-01-01 13:09:25;251;2024-01-01 12:27:18;20070240.63;1;0;2;0;3
2024-01-01 13:09:25;262;2024-01-01 13:09:19;20070240.63;2;3;1;3;3
2024-01-01 13:09:29;135;2024-01-01 05:45:47;140358140.12;2;0;3;0;192
2024-01-01 13:09:29;253;2024-01-01 12:37:29;140358140.12;3;2;2;2;192
2024-01-01 13:13:37;171;2024-01-01 07:21:08;39337906.24;2;3;1;3;30
2024-01-01 13:13:37;265;2024-01-01 13:13:31;39337906.24;1;0;2;0;30
2024-01-01 13:18:31;210;2024-01-01 09:35:24;18796835.22;1;2;3;2;194
2024-01-01 13:18:31;268;2024-01-01 13:18:25;18796835.22;3;0;1;0;194
2024-01-01 13:20:08;64;2024-01-01 03:05:20;7871421.51;2;0;1;0;29
2024-01-01 13:20:08;269;2024-01-01 13:20:02;7871421.51;1;1;2;1;29
2024-01-01 13:21:54;201;2024-01-01 09:19:13;11120045.91;2;1;3;1;42
2024-01-01 13:21:54;270;2024-01-01 13:21:48;11120045.91;3;0;2;0;42
2024-01-01 13:24:56;71;2024-01-01 03:14:53;41116478.2;3;2;1;2;26
2024-01-01 13:24:56;272;2024-01-01 13:24:50;41116478.2;1;0;3;0;26
2024-01-01 13:25:46;214;2024-01-01 09:58:55;20884786.82;3;0;1;0;80
2024-01-01 13:25:46;273;2024-01-01 13:25:40;20884786.82;1;3;3;3;80
2024-01-01 13:34:41;61;2024-01-01 02:59:47;18673403.67;2;0;3;0;203
2024-01-01 13:34:41;276;2024-01-01 13:34:35;18673403.67;3;3;2;3;203
2024-01-01 13:34:49;33;2024-01-01 02:09:15;23178684.91;2;1;3;1;18
2024-01-01 13:34:49;277;2024-01-01 13:34:43;23178684.91;3;0;2;0;18
2024-01-01 13:34:53;80;2024-01-01 03:45:33;51291210.57;1;3;2;3;110
2024-01-01 13:34:53;267;2024-01-01 13:16:46;51291210.57;2;0;1;0;110
2024-01-01 13:46:31;232;2024-01-01 11:37:17;7309645.66;3;2;1;2;49
2024-01-01 13:46:31;280;2024-01-01 13:46:25;7309645.66;1;0;3;0;49
2024-01-01 13:47:14;218;2024-01-01 10:06:15;32678227.94;1;0;3;0;134
2024-01-01 13:47:14;281;2024-01-01 13:47:08;32678227.94;3;2;1;2;134
2024-01-01 13:52:44;9;2024-01-01 01:38:19;30185752.14;3;0;1;0;209
2024-01-01 13:52:44;283;2024-01-01 13:52:38;30185752.14;1;3;3;3;209
2024-01-01 13:56:14;45;2024-01-01 02:27:08;44359851.95;1;0;3;0;140
2024-01-01 13:56:14;284;2024-01-01 13:56:08;44359851.95;3;3;1;3;140
2024-01-01 14:00:04;8;2024-01-01 01:37:38;5246155.14;3;1;1;1;46
2024-01-01 14:00:04;286;2024-01-01 13:59:58;5246155.14;1;0;3;0;46
2024-01-01 14:00:18;122;2024-01-01 05:12:37;21020226.21;3;0;1;0;160
2024-01-01 14:00:18;287;2024-01-01 14:00:12;21020226.21;1;2;3;2;160
2024-01-01 14:03:45;12;2024-01-01 01:41:36;30312921.47;2;1;3;1;1
2024-01-01 14:03:45;292;2024-01-01 14:03:39;30312921.47;3;0;2;0;1
2024-01-01 14:08:56;74;2024-01-01 03:27:23;28083656.57;3;1;1;1;104
2024-01-01 14:08:56;295;2024-01-01 14:08:50;28083656.57;1;0;3;0;104
2024-01-01 14:10:07;205;2024-01-01 09:26:53;31062235.15;1;0;2;0;184
2024-01-01 14:10:07;296;2024-01-01 14:10:01;31062235.15;2;3;1;3;184
2024-01-01 14:10:11;203;2024-01-01 09:22:43;62518829.85;2;0;1;0;72
2024-01-01 14:10:11;294;2024-01-01 14:08:32;62518829.85;1;3;2;3;72
2024-01-01 14:14:23;274;2024-01-01 13:26:24;7079274.15;1;0;3;0;122
2024-01-01 14:14:23;297;2024-01-01 14:14:17;7079274.15;3;1;1;1;122
2024-01-01 14:27:46;248;2024-01-01 12:21:06;2396202.48;3;2;1;2;36
2024-01-01 14:27:46;304;2024-01-01 14:27:40;2396202.48;1;0;3;0;36
2024-01-01 14:28:09;148;2024-01-01 06:11:33;21895297.85;3;0;2;0;6
2024-01-01 14:28:09;305;2024-01-01 14:28:03;21895297.85;2;1;3;1;6
2024-01-01 14:29:30;238;2024-01-01 11:46:24;9626701.38;2;1;1;1;195
2024-01-01 14:29:30;306;2024-01-01 14:29:24;9626701.38;1;0;2;0;195
2024-01-01 14:33:23;21;2024-01-01 01:54:39;24551114.24;2;2;1;2;4
2024-01-01 14:33:23;307;2024-01-01 14:33:17;24551114.24;1;0;2;0;4
2024-01-01 14:33:27;55;2024-01-01 02:49:21;38217125.37;2;0;3;0;127
2024-01-01 14:33:27;303;2024-01-01 14:26:54;38217125.37;3;2;2;2;127
2024-01-01 14:37:11;28;2024-01-01 02:01:13;36205668.53;1;0;3;0;146
2024-01-01 14:37:11;308;2024-01-01 14:37:05;36205668.53;3;3;1;3;146
2024-01-01 14:39:29;46;2024-01-01 02:33:29;9451483.21;2;3;3;3;147
2024-01-01 14:39:29;309;2024-01-01 14:39:23;9451483.21;3;0;2;0;147
2024-01-01 14:46:05;4;2024-01-01 00:58:43;18434613.34;2;2;3;2;136
2024-01-01 14:46:05;311;2024-01-01 14:45:59;18434613.34;3;0;2;0;136
2024-01-01 14:48:39;106;2024-01-01 04:40:51;28283771.3;1;2;3;2;126
2024-01-01 14:48:39;313;2024-01-01 14:48:33;28283771.3;3;0;1;0;126
2024-01-01 15:07:58;123;2024-01-01 05:14:04;27415918.21;2;2;1;2;50
2024-01-01 15:07:58;316;2024-01-01 15:07:52;27415918.21;1;0;2;0;50
2024-01-01 15:08:02;67;2024-01-01 03:08:17;59087987.26;2;0;1;0;155
2024-01-01 15:08:02;298;2024-01-01 14:17:05;59087987.26;1;2;2;2;155
2024-01-01 15:15:09;47;2024-01-01 02:36:46;43652306.82;3;2;1;2;214
2024-01-01 15:15:09;319;2024-01-01 15:15:03;43652306.82;1;0;3;0;214
2024-01-01 15:20:29;16;2024-01-01 01:48:46;23593213.31;1;0;2;0;133
2024-01-01 15:20:29;322;2024-01-01 15:20:23;23593213.31;2;1;1;1;133
2024-01-01 15:22:18;152;2024-01-01 06:17:45;40964444.85;3;1;1;1;139
2024-01-01 15:22:18;323;2024-01-01 15:22:12;40964444.85;1;0;3;0;139
2024-01-01 15:25:52;75;2024-01-01 03:29:06;6387280.62;2;3;1;3;90
2024-01-01 15:25:52;326;2024-01-01 15:25:46;6387280.62;1;0;2;0;90
2024-01-01 15:27:28;180;2024-01-01 08:06:03;18191651.92;3;0;2;0;32
2024-01-01 15:27:28;328;2024-01-01 15:27:22;18191651.92;2;2;3;2;32
2024-01-01 15:27:32;279;2024-01-01 13:45:35;58036282.41;2;0;1;0;198
2024-01-01 15:27:32;317;2024-01-01 15:10:00;58036282.41;1;3;2;3;198
2024-01-01 15:28:03;79;2024-01-01 03:38:17;28233116.98;1;3;3;3;25
2024-01-01 15:28:03;329;2024-01-01 15:27:57;28233116.98;3;0;1;0;25
2024-01-01 15:29:37;144;2024-01-01 05:58:52;38815928.89;2;1;1;1;62
2024-01-01 15:29:37;330;2024-01-01 15:29:31;38815928.89;1;0;2;0;62
2024-01-01 16:00:26;231;2024-01-01 11:21:50;22740181.83;3;3;1;3;24
2024-01-01 16:00:26;334;2024-01-01 16:00:20;22740181.83;1;0;3;0;24
2024-01-01 16:16:14;193;2024-01-01 08:55:22;11242836.91;1;0;2;0;153
2024-01-01 16:16:14;339;2024-01-01 16:16:08;11242836.91;2;3;1;3;153
2024-01-01 16:20:14;20;2024-01-01 01:54:02;6514726.07;3;0;2;0;40
2024-01-01 16:20:14;340;2024-01-01 16:20:08;6514726.07;2;3;3;3;40
2024-01-01 16:20:42;96;2024-01-01 04:08:42;25103810.43;3;0;2;0;106
2024-01-01 16:20:42;341;2024-01-01 16:20:36;25103810.43;2;3;3;3;106
2024-01-01 16:20:46;179;2024-01-01 08:06:02;76119628.42;2;0;3;0;14
2024-01-01 16:20:46;291;2024-01-01 14:03:15;76119628.42;3;2;2;2;14
2024-01-01 16:22:08;257;2024-01-01 12:51:31;9199015.46;1;1;2;1;174
2024-01-01 16:22:08;342;2024-01-01 16:22:02;9199015.46;2;0;1;0;174
2024-01-01 16:22:59;169;2024-01-01 07:14:24;12849107.43;3;0;1;0;13
2024-01-01 16:22:59;343;2024-01-01 16:22:53;12849107.43;1;2;3;2;13
2024-01-01 16:31:55;285;2024-01-01 13:58:28;43146795.05;2;2;3;2;112
2024-01-01 16:31:55;344;2024-01-01 16:31:49;43146795.05;3;0;2;0;112
2024-01-01 16:34:25;165;2024-01-01 06:58:21;3098019.94;1;3;3;3;39
2024-01-01 16:34:25;346;2024-01-01 16:34:19;3098019.94;3;0;1;0;39
2024-01-01 16:56:56;191;2024-01-01 08:44:59;29854761.95;1;3;3;3;162
2024-01-01 16:56:56;352;2024-01-01 16:56:50;29854761.95;3;0;1;0;162
2024-01-01 17:05:34;354;2024-01-01 17:04:38;23514094.63;2;3;3;3;212
2024-01-01 17:05:34;355;2024-01-01 17:05:28;23514094.63;3;0;2;0;212
2024-01-01 17:15:58;119;2024-01-01 05:11:22;30168492.45;1;1;3;1;102
2024-01-01 17:15:58;358;2024-01-01 17:15:52;30168492.45;3;0;1;0;102
2024-01-01 17:20:41;345;2024-01-01 16:32:04;30709079.07;1;0;2;0;96
2024-01-01 17:20:41;359;2024-01-01 17:20:35;30709079.07;2;1;1;1;96
2024-01-01 17:20:45;175;2024-01-01 07:37:21;91601379.33;2;0;3;0;10
2024-01-01 17:20:45;312;2024-01-01 14:48:04;91601379.33;3;2;2;2;10
2024-01-01 17:21:33;25;2024-01-01 01:58:39;12863001.95;3;0;1;0;144
2024-01-01 17:21:33;360;2024-01-01 17:21:27;12863001.95;1;2;3;2;144
2024-01-01 17:25:42;133;2024-01-01 05:42:45;31347573.44;3;1;1;1;27
2024-01-01 17:25:42;362;2024-01-01 17:25:36;31347573.44;1;0;3;0;27
2024-01-01 17:33:25;289;2024-01-01 14:01:23;39647515.91;3;0;1;0;63
2024-01-01 17:33:25;365;2024-01-01 17:33:19;39647515.91;1;2;3;2;63
2024-01-01 17:35:59;197;2024-01-01 09:04:38;9248601.38;1;0;2;0;141
2024-01-01 17:35:59;369;2024-01-01 17:35:53;9248601.38;2;1;1;1;141
2024-01-01 17:36:03;195;2024-01-01 08:57:31;11769632.03;1;1;2;1;196
2024-01-01 17:36:03;363;2024-01-01 17:26:41;11769632.03;2;0;1;0;196
2024-01-01 17:51:59;315;2024-01-01 14:57:21;41834741.4;2;3;1;3;138
2024-01-01 17:51:59;373;2024-01-01 17:51:53;41834741.4;1;0;2;0;138
2024-01-01 17:52:00;275;2024-01-01 13:28:00;39631672.02;2;2;3;2;83
2024-01-01 17:52:00;374;2024-01-01 17:51:54;39631672.02;3;0;2;0;83
2024-01-01 17:52:03;290;2024-01-01 14:02:09;14599687.38;1;3;2;3;48
2024-01-01 17:52:03;368;2024-01-01 17:35:45;14599687.38;2;0;1;0;48
2024-01-01 17:52:56;147;2024-01-01 06:09:13;44522851.02;3;1;1;1;35
2024-01-01 17:52:56;375;2024-01-01 17:52:50;44522851.02;1;0;3;0;35
2024-01-01 17:53:42;361;2024-01-01 17:24:57;52647484.27;1;3;2;3;142
2024-01-01 17:53:42;377;2024-01-01 17:53:36;52647484.27;2;0;1;0;142
2024-01-01 17:53:53;229;2024-01-01 11:08:32;14508824.03;1;0;2;0;94
2024-01-01 17:53:53;378;2024-01-01 17:53:47;14508824.03;2;2;1;2;94
2024-01-01 17:54:43;30;2024-01-01 02:02:12;23863999.98;1;3;3;3;69
2024-01-01 17:54:43;379;2024-01-01 17:54:37;23863999.98;3;0;1;0;69
2024-01-01 17:56:28;337;2024-01-01 16:04:23;28661562.28;3;3;1;3;181
2024-01-01 17:56:28;380;2024-01-01 17:56:22;28661562.28;1;0;3;0;181
2024-01-01 18:04:18;137;2024-01-01 05:49:30;40666642.44;1;0;2;0;45
2024-01-01 18:04:18;381;2024-01-01 18:04:12;40666642.44;2;1;1;1;45
2024-01-01 18:04:22;185;2024-01-01 08:21:41;71720087.64;1;2;2;2;173
2024-01-01 18:04:22;376;2024-01-01 17:52:58;71720087.64;2;0;1;0;173
2024-01-01 18:11:15;142;2024-01-01 05:56:58;13386745.5;3;0;1;0;47
2024-01-01 18:11:15;386;2024-01-01 18:11:09;13386745.5;1;3;3;3;47
2024-01-01 18:28:04;314;2024-01-01 14:53:48;22509649.34;1;0;2;0;58
2024-01-01 18:28:04;392;2024-01-01 18:27:58;22509649.34;2;1;1;1;58
2024-01-01 18:28:08;356;2024-01-01 17:08:01;13675506.97;2;0;3;0;98
2024-01-01 18:28:08;385;2024-01-01 18:08:19;13675506.97;3;2;2;2;98
2024-01-01 18:28:31;320;2024-01-01 15:16:44;4927582.04;1;0;3;0;8
2024-01-01 18:28:31;395;2024-01-01 18:28:25;4927582.04;3;1;1;1;8
2024-01-01 18:29:04;87;2024-01-01 03:54:43;11726879.89;3;0;1;0;70
2024-01-01 18:29:04;396;2024-01-01 18:28:58;11726879.89;1;3;3;3;70
2024-01-01 18:32:05;255;2024-01-01 12:45:24;34878881.88;1;0;3;0;202
2024-01-01 18:32:05;399;2024-01-01 18:31:59;34878881.88;3;1;1;1;202
2024-01-01 18:34:11;256;2024-01-01 12:47:47;48979582.64;2;3;3;3;76
2024-01-01 18:34:11;401;2024-01-01 18:34:05;48979582.64;3;0;2;0;76
2024-01-01 18:34:15;225;2024-01-01 10:45:56;40232216.85;3;3;2;3;118
2024-01-01 18:34:15;398;2024-01-01 18:31:34;40232216.85;2;0;3;0;118
2024-01-01 18:37:40;108;2024-01-01 04:43:54;42874587.92;3;0;1;0;12
2024-01-01 18:37:40;404;2024-01-01 18:37:34;42874587.92;1;2;3;2;12
2024-01-01 18:46:03;51;2024-01-01 02:40:30;26586160.68;1;0;2;0;51
