TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;SettlementDeadline;T+x;Starttime
3388;2024-03-03 11:23:22;350414173.13;4;0;6;0;5449;2024-03-03;1;2024-03-03 11:23:22
3402;2024-03-03 11:30:21;34720347.11;3;0;5;0;7162;2024-03-03;1;2024-03-03 11:30:21
3484;2024-03-03 12:15:25;299735487.72;2;0;5;0;7962;2024-03-03;1;2024-03-03 12:15:25
3538;2024-03-03 12:37:07;320197954.86;1;0;7;0;2097;2024-03-03;1;2024-03-03 12:37:07
3607;2024-03-03 13:16:17;161978190.21;8;0;6;0;7599;2024-03-03;1;2024-03-03 13:16:17
3610;2024-03-03 13:17:04;66019262.81;7;0;1;0;5520;2024-03-03;1;2024-03-03 13:17:04
3697;2024-03-03 14:00:19;152877192.87;2;0;6;0;1205;2024-03-03;1;2024-03-03 14:00:19
3704;2024-03-03 14:04:17;25176518.98;5;0;1;0;9591;2024-03-03;1;2024-03-03 14:04:17
3812;2024-03-03 14:59:45;151876423.61;2;0;8;0;9299;2024-03-03;1;2024-03-03 14:59:45
3920;2024-03-03 15:46:27;82318004.26;2;0;8;0;9708;2024-03-03;1;2024-03-03 15:46:27
4088;2024-03-03 17:13:02;40700883.2;7;0;6;0;7159;2024-03-03;1;2024-03-03 17:13:02
4092;2024-03-03 17:17:04;117416806.03;7;0;5;0;7979;2024-03-03;1;2024-03-03 17:17:04
4099;2024-03-03 17:20:22;41508390.73;8;0;4;0;4398;2024-03-03;1;2024-03-03 17:20:22
4116;2024-03-03 17:28:08;34365243.67;7;0;8;0;2531;2024-03-03;1;2024-03-03 17:28:08
4163;2024-03-03 17:54:18;150666945.23;4;0;6;0;3496;2024-03-03;1;2024-03-03 17:54:18
4172;2024-03-03 17:58:27;125049327.11;5;0;7;0;9725;2024-03-03;1;2024-03-03 17:58:27
4176;2024-03-03 17:59:58;27351481.17;8;0;2;0;1698;2024-03-03;1;2024-03-03 17:59:58
4262;2024-03-03 18:38:52;24086764.78;5;0;2;0;5747;2024-03-03;1;2024-03-03 18:38:52
4311;2024-03-03 19:02:26;340427506.57;4;0;7;0;5973;2024-03-03;1;2024-03-03 19:02:26
4417;2024-03-03 20:37:27;84365223.75;6;0;8;0;199;2024-03-03;1;2024-03-03 20:37:27
4512;2024-03-03 23:55:34;151582103.66;4;0;1;0;8995;2024-03-03;1;2024-03-03 23:55:34
9631;2024-03-06 00:04:16;287917007.96;1;8;3;8;712;2024-03-08;2;2024-03-06 00:04:16
9632;2024-03-06 00:04:32;319401300.37;7;4;1;4;6026;2024-03-08;2;2024-03-06 00:04:32
9645;2024-03-06 00:43:42;112503043.28;6;4;7;4;3739;2024-03-08;2;2024-03-06 00:43:42
9647;2024-03-06 00:44:16;154240089.51;4;8;6;8;1328;2024-03-08;2;2024-03-06 00:44:16
9651;2024-03-06 00:50:27;202217662.33;6;4;5;4;918;2024-03-08;2;2024-03-06 00:50:27
9661;2024-03-06 01:20:54;219854791.43;2;5;5;5;7414;2024-03-08;2;2024-03-06 01:20:54
9686;2024-03-06 01:42:33;74160872.77;3;8;7;8;8584;2024-03-08;2;2024-03-06 01:42:33
9691;2024-03-06 01:44:37;31560494.35;3;2;8;2;7087;2024-03-08;2;2024-03-06 01:44:37
9701;2024-03-06 01:50:08;194342054.03;6;2;4;2;1653;2024-03-08;2;2024-03-06 01:50:08
9704;2024-03-06 01:54:22;100039623.55;6;4;4;4;6811;2024-03-08;2;2024-03-06 01:54:22
9708;2024-03-06 01:56:03;19480985.0;5;7;2;7;1840;2024-03-08;2;2024-03-06 01:56:03
9715;2024-03-06 02:03:01;355874844.27;7;8;1;8;2156;2024-03-08;2;2024-03-06 02:03:01
9721;2024-03-06 02:06:10;331411650.26;8;3;4;3;5148;2024-03-08;2;2024-03-06 02:06:10
9723;2024-03-06 02:06:40;143999158.54;1;4;5;4;5143;2024-03-08;2;2024-03-06 02:06:40
9729;2024-03-06 02:09:24;104242951.97;8;5;2;5;3959;2024-03-08;2;2024-03-06 02:09:24
9744;2024-03-06 02:16:37;222281899.23;2;1;8;1;1874;2024-03-07;1;2024-03-06 02:16:37
9756;2024-03-06 02:20:51;172224963.27;5;5;7;5;2939;2024-03-08;2;2024-03-06 02:20:51
9757;2024-03-06 02:21:04;63665718.71;7;8;4;8;476;2024-03-07;1;2024-03-06 02:21:04
9758;2024-03-06 02:21:22;71325122.53;8;7;4;7;2761;2024-03-08;2;2024-03-06 02:21:22
9759;2024-03-06 02:23:22;62104793.04;2;1;3;1;7657;2024-03-07;1;2024-03-06 02:23:22
9763;2024-03-06 02:25:04;62381796.04;5;3;7;3;1460;2024-03-08;2;2024-03-06 02:25:04
9768;2024-03-06 02:27:39;32336424.98;4;8;7;8;9692;2024-03-08;2;2024-03-06 02:27:39
9775;2024-03-06 02:29:20;103586310.97;5;3;2;3;7197;2024-03-08;2;2024-03-06 02:29:20
9780;2024-03-06 02:32:03;230596141.4;5;4;2;4;9175;2024-03-08;2;2024-03-06 02:32:03
9782;2024-03-06 02:33:09;47147659.63;4;3;2;3;8581;2024-03-07;1;2024-03-06 02:33:09
9784;2024-03-06 02:35:15;314120787.0;8;5;4;5;7764;2024-03-08;2;2024-03-06 02:35:15
9805;2024-03-06 02:44:17;84834611.54;4;1;2;1;2083;2024-03-08;2;2024-03-06 02:44:17
9811;2024-03-06 02:46:57;119833995.94;3;2;6;2;1650;2024-03-08;2;2024-03-06 02:46:57
9812;2024-03-06 02:48:19;116915106.21;3;8;6;8;9924;2024-03-08;2;2024-03-06 02:48:19
9829;2024-03-06 02:56:26;87481597.2;7;3;6;3;8756;2024-03-08;2;2024-03-06 02:56:26
9836;2024-03-06 02:59:54;172302234.13;4;2;7;2;6079;2024-03-08;2;2024-03-06 02:59:54
9839;2024-03-06 03:01:30;84859315.49;7;7;6;7;228;2024-03-08;2;2024-03-06 03:01:30
9841;2024-03-06 03:01:57;116256443.32;5;2;2;2;2134;2024-03-08;2;2024-03-06 03:01:57
9848;2024-03-06 03:05:56;104327265.16;1;4;7;4;8472;2024-03-08;2;2024-03-06 03:05:56
9863;2024-03-06 03:14:20;191696502.89;8;7;3;7;8333;2024-03-08;2;2024-03-06 03:14:20
9864;2024-03-06 03:15:02;132993958.75;8;4;4;4;3513;2024-03-08;2;2024-03-06 03:15:02
9866;2024-03-06 03:15:11;147424336.72;6;8;5;8;9019;2024-03-08;2;2024-03-06 03:15:11
9870;2024-03-06 03:16:13;286428839.44;6;4;1;4;2169;2024-03-08;2;2024-03-06 03:16:13
9872;2024-03-06 03:18:05;347561513.98;6;6;4;6;730;2024-03-08;2;2024-03-06 03:18:05
9877;2024-03-06 03:20:03;156997467.02;2;5;8;5;1294;2024-03-07;1;2024-03-06 03:20:03
9888;2024-03-06 03:24:53;156507273.61;2;5;4;5;1186;2024-03-08;2;2024-03-06 03:24:53
9893;2024-03-06 03:26:13;318328945.06;6;4;4;4;6451;2024-03-08;2;2024-03-06 03:26:13
9909;2024-03-06 03:32:17;177184788.16;5;4;4;4;7675;2024-03-08;2;2024-03-06 03:32:17
9921;2024-03-06 03:36:15;52009039.89;3;8;6;8;6242;2024-03-08;2;2024-03-06 03:36:15
9932;2024-03-06 03:39:56;73894226.51;1;4;6;4;8593;2024-03-07;1;2024-03-06 03:39:56
9936;2024-03-06 03:42:43;49252423.66;3;8;5;8;6850;2024-03-08;2;2024-03-06 03:42:43
9938;2024-03-06 03:43:30;60131854.2;1;7;6;7;7435;2024-03-08;2;2024-03-06 03:43:30
9942;2024-03-06 03:44:37;106691765.98;6;2;7;2;8565;2024-03-08;2;2024-03-06 03:44:37
9949;2024-03-06 03:50:08;189056726.11;4;7;8;7;6517;2024-03-08;2;2024-03-06 03:50:08
9950;2024-03-06 03:50:34;108615293.37;3;8;6;8;4515;2024-03-07;1;2024-03-06 03:50:34
9960;2024-03-06 03:53:39;261747082.73;3;4;4;4;4404;2024-03-08;2;2024-03-06 03:53:39
9961;2024-03-06 03:53:53;176873650.95;5;3;7;3;9070;2024-03-08;2;2024-03-06 03:53:53
9966;2024-03-06 03:56:18;40746406.48;1;8;3;8;8176;2024-03-08;2;2024-03-06 03:56:18
9971;2024-03-06 03:57:41;279258986.46;7;4;3;4;2405;2024-03-08;2;2024-03-06 03:57:41
9973;2024-03-06 03:59:15;198285286.93;5;3;1;3;9055;2024-03-08;2;2024-03-06 03:59:15
9976;2024-03-06 04:00:50;15976662.5;7;1;6;1;6378;2024-03-08;2;2024-03-06 04:00:50
9986;2024-03-06 04:04:42;67715971.81;6;3;7;3;1084;2024-03-08;2;2024-03-06 04:04:42
9994;2024-03-06 04:07:01;139907590.27;1;6;7;6;7220;2024-03-07;1;2024-03-06 04:07:01
10005;2024-03-06 04:12:01;209606950.86;7;4;5;4;8970;2024-03-08;2;2024-03-06 04:12:01
10007;2024-03-06 04:13:08;82988228.39;4;4;2;4;3182;2024-03-08;2;2024-03-06 04:13:08
10012;2024-03-06 04:16:56;110563397.16;8;1;6;1;1059;2024-03-08;2;2024-03-06 04:16:56
10014;2024-03-06 04:17:37;79462611.17;3;2;6;2;5990;2024-03-08;2;2024-03-06 04:17:37
10019;2024-03-06 04:19:15;287562005.34;5;7;4;7;7535;2024-03-08;2;2024-03-06 04:19:15
10025;2024-03-06 04:22:59;76359839.88;5;3;2;3;5016;2024-03-08;2;2024-03-06 04:22:59
10038;2024-03-06 04:28:22;178715009.99;7;5;5;5;5206;2024-03-08;2;2024-03-06 04:28:22
10040;2024-03-06 04:29:15;32922893.58;7;6;6;6;7273;2024-03-08;2;2024-03-06 04:29:15
10042;2024-03-06 04:29:18;41850784.77;1;2;7;2;1105;2024-03-08;2;2024-03-06 04:29:18
10049;2024-03-06 04:34:18;221691744.07;4;1;8;1;9355;2024-03-08;2;2024-03-06 04:34:18
10050;2024-03-06 04:34:41;145671671.2;4;8;6;8;9709;2024-03-08;2;2024-03-06 04:34:41
10051;2024-03-06 04:34:45;61425678.6;3;6;6;6;44;2024-03-08;2;2024-03-06 04:34:45
10054;2024-03-06 04:36:03;92747826.74;7;5;1;5;8173;2024-03-08;2;2024-03-06 04:36:03
10068;2024-03-06 04:39:36;62869818.81;3;1;6;1;2367;2024-03-07;1;2024-03-06 04:39:36
10080;2024-03-06 04:45:18;353611401.43;8;7;4;7;1202;2024-03-08;2;2024-03-06 04:45:18
10084;2024-03-06 04:46:24;371203125.26;7;1;1;1;9439;2024-03-08;2;2024-03-06 04:46:24
10097;2024-03-06 04:53:01;90863087.7;3;7;8;7;976;2024-03-08;2;2024-03-06 04:53:01
10098;2024-03-06 04:53:03;181769232.26;2;4;4;4;9873;2024-03-08;2;2024-03-06 04:53:03
10104;2024-03-06 04:54:30;141038097.3;2;6;4;6;8760;2024-03-08;2;2024-03-06 04:54:30
10112;2024-03-06 04:57:15;32041441.87;4;1;6;1;1241;2024-03-08;2;2024-03-06 04:57:15
10113;2024-03-06 04:57:17;320646182.94;5;3;3;3;9183;2024-03-08;2;2024-03-06 04:57:17
10116;2024-03-06 04:58:21;209042967.16;3;3;5;3;360;2024-03-08;2;2024-03-06 04:58:21
10125;2024-03-06 05:02:21;97364906.73;4;5;1;5;6976;2024-03-08;2;2024-03-06 05:02:21
10128;2024-03-06 05:03:09;129603745.72;4;8;5;8;4718;2024-03-08;2;2024-03-06 05:03:09
10132;2024-03-06 05:04:36;167484153.54;2;1;4;1;5229;2024-03-08;2;2024-03-06 05:04:36
10142;2024-03-06 05:08:07;28360301.51;1;4;7;4;7214;2024-03-08;2;2024-03-06 05:08:07
10144;2024-03-06 05:09:12;123926355.66;1;5;7;5;9347;2024-03-07;1;2024-03-06 05:09:12
10152;2024-03-06 05:12:03;134065419.77;8;2;7;2;8799;2024-03-08;2;2024-03-06 05:12:03
10171;2024-03-06 05:20:55;233788517.6;2;1;4;1;9540;2024-03-08;2;2024-03-06 05:20:55
10172;2024-03-06 05:21:00;315822545.81;1;5;3;5;2085;2024-03-08;2;2024-03-06 05:21:00
10174;2024-03-06 05:21:27;137907944.7;3;6;6;6;8128;2024-03-08;2;2024-03-06 05:21:27
10178;2024-03-06 05:24:56;192970114.76;3;2;8;2;4887;2024-03-08;2;2024-03-06 05:24:56
10191;2024-03-06 05:29:23;44928650.44;8;4;6;4;5623;2024-03-07;1;2024-03-06 05:29:23
10203;2024-03-06 05:36:43;68641585.98;6;8;7;8;7689;2024-03-08;2;2024-03-06 05:36:43
10204;2024-03-06 05:36:52;392696008.67;5;6;1;6;3742;2024-03-08;2;2024-03-06 05:36:52
10208;2024-03-06 05:38:39;118865326.62;5;6;7;6;1602;2024-03-08;2;2024-03-06 05:38:39
10209;2024-03-06 05:39:40;32350041.96;1;6;6;6;7117;2024-03-08;2;2024-03-06 05:39:40
10216;2024-03-06 05:43:59;214113078.56;2;6;5;6;1012;2024-03-08;2;2024-03-06 05:43:59
10228;2024-03-06 05:47:45;166284511.58;5;3;3;3;531;2024-03-08;2;2024-03-06 05:47:45
10231;2024-03-06 05:49:03;12233801.06;3;3;6;3;1070;2024-03-08;2;2024-03-06 05:49:03
10247;2024-03-06 05:59:30;56333125.92;6;6;8;6;1736;2024-03-08;2;2024-03-06 05:59:30
10252;2024-03-06 06:01:51;14774357.08;1;3;7;3;3991;2024-03-07;1;2024-03-06 06:01:51
10264;2024-03-06 06:07:53;220127210.83;1;7;2;7;1919;2024-03-08;2;2024-03-06 06:07:53
10291;2024-03-06 06:17:18;112253070.68;7;6;5;6;5342;2024-03-08;2;2024-03-06 06:17:18
10293;2024-03-06 06:18:23;325413453.21;5;5;1;5;5874;2024-03-08;2;2024-03-06 06:18:23
10295;2024-03-06 06:20:58;272357231.26;6;8;3;8;5978;2024-03-08;2;2024-03-06 06:20:58
10298;2024-03-06 06:23:03;271597566.16;8;2;2;2;8502;2024-03-08;2;2024-03-06 06:23:03
10299;2024-03-06 06:23:16;163292775.93;5;8;7;8;3636;2024-03-08;2;2024-03-06 06:23:16
10301;2024-03-06 06:23:44;330340629.12;3;5;4;5;768;2024-03-08;2;2024-03-06 06:23:44
10303;2024-03-06 06:24:34;118075419.63;1;2;3;2;7160;2024-03-08;2;2024-03-06 06:24:34
10312;2024-03-06 06:30:00;55927718.87;8;6;4;6;6179;2024-03-08;2;2024-03-06 06:30:00
10323;2024-03-06 06:36:55;198186439.16;2;7;3;7;3240;2024-03-08;2;2024-03-06 06:36:55
10327;2024-03-06 06:38:53;225436592.03;1;8;2;8;6888;2024-03-08;2;2024-03-06 06:38:53
10339;2024-03-06 06:42:21;35882030.67;1;3;6;3;9379;2024-03-08;2;2024-03-06 06:42:21
10346;2024-03-06 06:45:06;142568799.96;5;8;3;8;1989;2024-03-08;2;2024-03-06 06:45:06
10350;2024-03-06 06:46:11;55586811.01;1;3;4;3;8652;2024-03-08;2;2024-03-06 06:46:11
10355;2024-03-06 06:46:54;128936718.13;5;5;2;5;5352;2024-03-08;2;2024-03-06 06:46:54
10373;2024-03-06 06:55:20;294058925.55;5;2;2;2;4310;2024-03-08;2;2024-03-06 06:55:20
10374;2024-03-06 06:56:07;147368766.63;5;6;4;6;3365;2024-03-08;2;2024-03-06 06:56:07
10379;2024-03-06 06:57:54;15064967.38;4;5;6;5;1779;2024-03-08;2;2024-03-06 06:57:54
10397;2024-03-06 07:05:00;58271500.39;2;8;5;8;6806;2024-03-08;2;2024-03-06 07:05:00
10403;2024-03-06 07:08:26;80900625.9;5;1;3;1;5438;2024-03-08;2;2024-03-06 07:08:26
10404;2024-03-06 07:10:20;166209448.57;3;4;5;4;929;2024-03-08;2;2024-03-06 07:10:20
10405;2024-03-06 07:10:21;34707827.99;5;3;7;3;4722;2024-03-07;1;2024-03-06 07:10:21
10414;2024-03-06 07:14:13;264249778.15;6;1;4;1;736;2024-03-08;2;2024-03-06 07:14:13
10415;2024-03-06 07:14:40;307495051.8;8;4;2;4;4519;2024-03-07;1;2024-03-06 07:14:40
10431;2024-03-06 07:19:15;304621173.88;4;3;3;3;5001;2024-03-08;2;2024-03-06 07:19:15
10432;2024-03-06 07:19:28;124000658.07;3;2;6;2;9954;2024-03-08;2;2024-03-06 07:19:28
10442;2024-03-06 07:23:04;44540136.22;3;8;8;8;7626;2024-03-07;1;2024-03-06 07:23:04
10446;2024-03-06 07:27:51;63275372.17;6;2;3;2;436;2024-03-08;2;2024-03-06 07:27:51
10450;2024-03-06 07:29:19;47435628.15;1;4;4;4;4141;2024-03-08;2;2024-03-06 07:29:19
10452;2024-03-06 07:30:18;129506165.45;1;1;6;1;4222;2024-03-08;2;2024-03-06 07:30:18
10453;2024-03-06 07:30:25;177205071.96;5;6;7;6;7189;2024-03-08;2;2024-03-06 07:30:25
10467;2024-03-06 07:38:24;181106957.95;5;3;2;3;7109;2024-03-08;2;2024-03-06 07:38:24
10471;2024-03-06 07:39:29;68948323.22;6;7;4;7;9874;2024-03-08;2;2024-03-06 07:39:29
10488;2024-03-06 07:48:47;121962006.3;3;1;6;1;6506;2024-03-08;2;2024-03-06 07:48:47
10501;2024-03-06 07:55:46;304343444.32;3;5;4;5;5524;2024-03-08;2;2024-03-06 07:55:46
10508;2024-03-06 07:57:51;18006064.39;1;7;7;7;1829;2024-03-08;2;2024-03-06 07:57:51
10513;2024-03-06 08:00:15;197067874.81;8;6;2;6;8590;2024-03-08;2;2024-03-06 08:00:15
10514;2024-03-06 08:00:37;68920508.06;4;8;8;8;3148;2024-03-08;2;2024-03-06 08:00:37
10518;2024-03-06 08:03:14;17719966.46;2;4;8;4;324;2024-03-08;2;2024-03-06 08:03:14
10526;2024-03-06 08:05:53;281153184.5;3;3;5;3;980;2024-03-08;2;2024-03-06 08:05:53
10534;2024-03-06 08:07:37;165161587.15;5;6;4;6;550;2024-03-08;2;2024-03-06 08:07:37
10540;2024-03-06 08:13:07;74423124.97;8;1;2;1;1654;2024-03-08;2;2024-03-06 08:13:07
10541;2024-03-06 08:13:47;359026723.15;7;5;1;5;7886;2024-03-08;2;2024-03-06 08:13:47
10549;2024-03-06 08:16:49;194582233.01;3;5;5;5;7915;2024-03-08;2;2024-03-06 08:16:49
10554;2024-03-06 08:17:21;328152903.59;7;7;4;7;4232;2024-03-08;2;2024-03-06 08:17:21
10563;2024-03-06 08:23:21;200890387.29;6;7;4;7;2666;2024-03-07;1;2024-03-06 08:23:21
10570;2024-03-06 08:26:43;259646458.29;2;4;3;4;2818;2024-03-08;2;2024-03-06 08:26:43
10576;2024-03-06 08:28:23;36841020.84;4;6;2;6;6601;2024-03-08;2;2024-03-06 08:28:23
10588;2024-03-06 08:33:50;212042098.55;5;8;2;8;6980;2024-03-08;2;2024-03-06 08:33:50
10592;2024-03-06 08:36:08;109137989.56;3;3;8;3;2315;2024-03-08;2;2024-03-06 08:36:08
10597;2024-03-06 08:38:57;272663952.64;6;3;4;3;1136;2024-03-08;2;2024-03-06 08:38:57
10607;2024-03-06 08:42:24;107183523.11;2;6;5;6;8408;2024-03-08;2;2024-03-06 08:42:24
10610;2024-03-06 08:43:35;131696651.68;4;3;6;3;7530;2024-03-08;2;2024-03-06 08:43:35
10611;2024-03-06 08:43:54;75394614.89;3;6;4;6;4418;2024-03-08;2;2024-03-06 08:43:54
10616;2024-03-06 08:46:23;105072110.0;7;8;3;8;1234;2024-03-08;2;2024-03-06 08:46:23
10632;2024-03-06 08:53:53;227086689.78;6;5;2;5;2324;2024-03-08;2;2024-03-06 08:53:53
10635;2024-03-06 08:55:37;124397763.53;7;6;4;6;9969;2024-03-08;2;2024-03-06 08:55:37
10636;2024-03-06 08:56:22;325019734.64;2;6;1;6;1358;2024-03-08;2;2024-03-06 08:56:22
10647;2024-03-06 09:01:01;54285720.97;1;4;5;4;416;2024-03-08;2;2024-03-06 09:01:01
10649;2024-03-06 09:01:41;69299915.05;5;3;7;3;6618;2024-03-08;2;2024-03-06 09:01:41
10657;2024-03-06 09:05:14;101430935.75;1;4;4;4;8546;2024-03-08;2;2024-03-06 09:05:14
10678;2024-03-06 09:12:56;298104221.52;8;2;4;2;5572;2024-03-07;1;2024-03-06 09:12:56
10683;2024-03-06 09:15:00;148483814.62;2;2;5;2;5330;2024-03-08;2;2024-03-06 09:15:00
10684;2024-03-06 09:15:07;73152787.49;4;1;6;1;1589;2024-03-08;2;2024-03-06 09:15:07
10701;2024-03-06 09:25:46;40547485.47;3;4;5;4;9373;2024-03-07;1;2024-03-06 09:25:46
10710;2024-03-06 09:32:19;260474431.93;8;4;4;4;2901;2024-03-08;2;2024-03-06 09:32:19
10715;2024-03-06 09:34:16;301393586.86;2;5;4;5;9138;2024-03-08;2;2024-03-06 09:34:16
10753;2024-03-06 09:54:42;260075526.75;8;6;2;6;3939;2024-03-07;1;2024-03-06 09:54:42
10771;2024-03-06 10:01:52;77245892.44;4;7;6;7;9250;2024-03-08;2;2024-03-06 10:01:52
10774;2024-03-06 10:03:16;134729811.88;8;4;6;4;7676;2024-03-08;2;2024-03-06 10:03:16
10777;2024-03-06 10:05:13;147288474.05;2;8;5;8;5236;2024-03-08;2;2024-03-06 10:05:13
10781;2024-03-06 10:07:38;93511425.05;2;4;8;4;5929;2024-03-08;2;2024-03-06 10:07:38
10786;2024-03-06 10:10:49;178678123.34;8;2;4;2;9286;2024-03-08;2;2024-03-06 10:10:49
10790;2024-03-06 10:11:58;177874377.71;4;5;7;5;2658;2024-03-07;1;2024-03-06 10:11:58
10792;2024-03-06 10:12:54;261169087.0;7;1;3;1;8757;2024-03-08;2;2024-03-06 10:12:54
10799;2024-03-06 10:15:24;19350300.4;1;1;7;1;9187;2024-03-08;2;2024-03-06 10:15:24
10804;2024-03-06 10:18:17;132672445.96;3;5;8;5;4779;2024-03-08;2;2024-03-06 10:18:17
10806;2024-03-06 10:18:51;69064491.43;5;2;4;2;1573;2024-03-08;2;2024-03-06 10:18:51
10811;2024-03-06 10:20:50;143025896.97;4;4;8;4;9168;2024-03-08;2;2024-03-06 10:20:50
10812;2024-03-06 10:21:33;120143269.25;2;7;8;7;7733;2024-03-08;2;2024-03-06 10:21:33
10829;2024-03-06 10:27:59;45415190.06;4;4;7;4;8898;2024-03-07;1;2024-03-06 10:27:59
10830;2024-03-06 10:28:01;227004162.32;5;4;3;4;276;2024-03-08;2;2024-03-06 10:28:01
10849;2024-03-06 10:33:53;235753478.35;8;8;3;8;6627;2024-03-08;2;2024-03-06 10:33:53
10854;2024-03-06 10:37:15;134314569.16;1;8;6;8;84;2024-03-08;2;2024-03-06 10:37:15
10857;2024-03-06 10:37:26;255189878.25;1;5;4;5;9502;2024-03-08;2;2024-03-06 10:37:26
10858;2024-03-06 10:37:34;173132737.11;2;4;5;4;4597;2024-03-07;1;2024-03-06 10:37:34
10861;2024-03-06 10:41:05;39703853.87;5;6;2;6;1837;2024-03-08;2;2024-03-06 10:41:05
10866;2024-03-06 10:42:51;63783552.76;8;7;2;7;970;2024-03-08;2;2024-03-06 10:42:51
10867;2024-03-06 10:43:04;23136168.73;6;8;7;8;8864;2024-03-08;2;2024-03-06 10:43:04
10874;2024-03-06 10:46:05;96298328.7;4;3;7;3;6396;2024-03-08;2;2024-03-06 10:46:05
10881;2024-03-06 10:51:04;338436471.95;5;8;3;8;1638;2024-03-08;2;2024-03-06 10:51:04
10890;2024-03-06 10:55:31;273328693.04;7;3;5;3;7543;2024-03-08;2;2024-03-06 10:55:31
10893;2024-03-06 10:57:39;287934616.94;1;3;2;3;5287;2024-03-08;2;2024-03-06 10:57:39
10903;2024-03-06 11:00:49;9789564.59;4;4;7;4;9001;2024-03-08;2;2024-03-06 11:00:49
10909;2024-03-06 11:02:41;26273622.83;4;2;2;2;2616;2024-03-08;2;2024-03-06 11:02:41
10910;2024-03-06 11:03:29;169673492.89;5;4;7;4;4715;2024-03-08;2;2024-03-06 11:03:29
10916;2024-03-06 11:06:14;149192475.87;4;2;7;2;4284;2024-03-08;2;2024-03-06 11:06:14
