SettlementDeadline;TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;T+x;Starttime
2024-03-06;6978;2024-03-04 20:09:47;281415139.71;6;1;3;1;7693;2;2024-03-04 20:09:48
2024-03-06;4643;2024-03-04 02:21:39;137778105.35;7;0;8;0;4879;2;2024-03-04 20:10:02
2024-03-06;6979;2024-03-04 20:10:01;137778105.35;8;4;7;4;4879;2;2024-03-04 20:10:02
2024-03-06;4520;2024-03-04 00:11:34;345808242.25;7;1;4;1;3291;2;2024-03-04 20:10:31
2024-03-06;6980;2024-03-04 20:10:30;345808242.25;4;0;7;0;3291;2;2024-03-04 20:10:31
2024-03-06;6374;2024-03-04 15:15:32;54633124.09;3;8;4;8;2903;2;2024-03-04 20:10:55
2024-03-06;6981;2024-03-04 20:10:54;54633124.09;4;0;3;0;2903;2;2024-03-04 20:10:55
2024-03-05;6620;2024-03-04 17:06:55;126152805.44;7;5;4;5;8863;1;2024-03-04 20:13:00
2024-03-05;6982;2024-03-04 20:12:59;126152805.44;4;0;7;0;8863;1;2024-03-04 20:13:00
2024-03-06;5547;2024-03-04 08:46:27;52558725.8;5;0;7;0;4343;2;2024-03-04 20:13:59
2024-03-06;6983;2024-03-04 20:13:58;52558725.8;7;2;5;2;4343;2;2024-03-04 20:13:59
2024-03-05;4462;2024-03-03 22:20:45;193852176.8;6;3;3;3;2370;2;2024-03-04 20:15:31
2024-03-05;6984;2024-03-04 20:15:30;193852176.8;3;0;6;0;2370;2;2024-03-04 20:15:31
2024-03-06;6887;2024-03-04 19:00:51;351599025.52;2;7;4;7;6816;2;2024-03-04 20:16:56
2024-03-06;6985;2024-03-04 20:16:55;351599025.52;4;0;2;0;6816;2;2024-03-04 20:16:56
2024-03-05;5604;2024-03-04 09:17:18;162279862.2;4;0;6;0;3701;1;2024-03-04 20:17:31
2024-03-05;6987;2024-03-04 20:17:30;162279862.2;6;1;4;1;3701;1;2024-03-04 20:17:31
2024-03-06;6185;2024-03-04 13:53:53;68340563.81;4;1;7;1;9963;2;2024-03-04 20:19:43
2024-03-06;6988;2024-03-04 20:19:42;68340563.81;7;0;4;0;9963;2;2024-03-04 20:19:43
2024-03-06;5314;2024-03-04 07:09:53;242202839.06;5;0;6;0;7724;2;2024-03-04 20:31:03
2024-03-06;6989;2024-03-04 20:31:02;242202839.06;6;1;5;1;7724;2;2024-03-04 20:31:03
2024-03-05;4958;2024-03-04 04:31:12;34770073.26;5;0;3;0;6391;1;2024-03-04 20:35:33
2024-03-05;6990;2024-03-04 20:35:32;34770073.26;3;1;5;1;6391;1;2024-03-04 20:35:33
2024-03-06;6186;2024-03-04 13:54:26;155457025.94;8;7;2;7;9866;2;2024-03-04 20:35:59
2024-03-06;6991;2024-03-04 20:35:58;155457025.94;2;0;8;0;9866;2;2024-03-04 20:35:59
2024-03-05;6806;2024-03-04 18:32:27;281980888.9;2;0;1;0;6511;1;2024-03-04 20:38:23
2024-03-05;6992;2024-03-04 20:38:22;281980888.9;1;5;2;5;6511;1;2024-03-04 20:38:23
2024-03-06;6857;2024-03-04 18:52:45;73969633.33;5;4;3;4;5505;2;2024-03-04 20:40:32
2024-03-06;6995;2024-03-04 20:40:31;73969633.33;3;0;5;0;5505;2;2024-03-04 20:40:32
2024-03-05;2498;2024-03-03 04:28:15;26020685.91;1;7;4;7;2819;2;2024-03-04 20:42:04
2024-03-05;6997;2024-03-04 20:42:03;26020685.91;4;0;1;0;2819;2;2024-03-04 20:42:04
2024-03-05;5891;2024-03-04 11:33:54;39129560.73;6;4;8;4;4684;1;2024-03-04 20:42:31
2024-03-05;6998;2024-03-04 20:42:30;39129560.73;8;0;6;0;4684;1;2024-03-04 20:42:31
2024-03-05;5571;2024-03-04 08:58:29;239758031.89;1;0;3;0;9265;1;2024-03-04 20:50:59
2024-03-05;7000;2024-03-04 20:50:58;239758031.89;3;2;1;2;9265;1;2024-03-04 20:50:59
2024-03-06;6294;2024-03-04 14:38:27;296479830.22;3;7;2;7;4055;2;2024-03-04 20:51:21
2024-03-06;7001;2024-03-04 20:51:20;296479830.22;2;0;3;0;4055;2;2024-03-04 20:51:21
2024-03-05;3029;2024-03-03 08:30:44;211724781.85;2;2;4;2;5029;2;2024-03-04 20:54:06
2024-03-05;7003;2024-03-04 20:54:05;211724781.85;4;0;2;0;5029;2;2024-03-04 20:54:06
2024-03-05;6428;2024-03-04 15:40:32;278868601.55;5;7;2;7;4559;1;2024-03-04 21:01:39
2024-03-05;7005;2024-03-04 21:01:38;278868601.55;2;0;5;0;4559;1;2024-03-04 21:01:39
2024-03-05;5824;2024-03-04 10:58:43;256256811.95;3;2;5;2;6249;1;2024-03-04 21:02:44
2024-03-05;7006;2024-03-04 21:02:43;256256811.95;5;0;3;0;6249;1;2024-03-04 21:02:44
2024-03-05;6318;2024-03-04 14:49:25;269736591.05;3;6;5;6;5089;1;2024-03-04 21:09:11
2024-03-05;7008;2024-03-04 21:09:10;269736591.05;5;0;3;0;5089;1;2024-03-04 21:09:11
2024-03-06;6176;2024-03-04 13:47:13;175476844.05;7;5;1;5;104;2;2024-03-04 21:13:04
2024-03-06;7009;2024-03-04 21:13:03;175476844.05;1;0;7;0;104;2;2024-03-04 21:13:04
2024-03-05;3299;2024-03-03 10:42:57;212283489.75;7;8;5;8;5982;2;2024-03-04 21:13:04
2024-03-05;7010;2024-03-04 21:13:03;212283489.75;5;0;7;0;5982;2;2024-03-04 21:13:04
2024-03-06;6851;2024-03-04 18:49:24;181014938.45;7;0;1;0;1929;2;2024-03-04 21:15:12
2024-03-06;7011;2024-03-04 21:15:11;181014938.45;1;4;7;4;1929;2;2024-03-04 21:15:12
2024-03-06;5131;2024-03-04 05:45:15;124399439.58;2;5;4;5;1894;2;2024-03-04 21:16:28
2024-03-06;7012;2024-03-04 21:16:27;124399439.58;4;0;2;0;1894;2;2024-03-04 21:16:28
2024-03-06;6393;2024-03-04 15:22:41;114820386.22;7;0;6;0;378;2;2024-03-04 21:19:00
2024-03-06;7013;2024-03-04 21:18:59;114820386.22;6;8;7;8;378;2;2024-03-04 21:19:00
2024-03-05;4051;2024-03-03 16:56:02;86527560.0;1;4;6;4;1792;2;2024-03-04 21:22:08
2024-03-05;7014;2024-03-04 21:22:07;86527560.0;6;0;1;0;1792;2;2024-03-04 21:22:08
2024-03-06;4669;2024-03-04 02:30:14;344338870.77;2;3;1;3;4957;2;2024-03-04 21:27:37
2024-03-06;7015;2024-03-04 21:27:36;344338870.77;1;0;2;0;4957;2;2024-03-04 21:27:37
2024-03-06;6900;2024-03-04 19:07:54;46815586.26;3;1;6;1;4581;2;2024-03-04 21:34:24
2024-03-06;7016;2024-03-04 21:34:23;46815586.26;6;0;3;0;4581;2;2024-03-04 21:34:24
2024-03-05;4054;2024-03-03 16:58:02;43426121.44;7;2;1;2;7858;2;2024-03-04 21:34:59
2024-03-05;7017;2024-03-04 21:34:58;43426121.44;1;0;7;0;7858;2;2024-03-04 21:34:59
2024-03-05;5240;2024-03-04 06:41:29;306755311.74;4;0;7;0;7506;1;2024-03-04 21:35:57
2024-03-05;7018;2024-03-04 21:35:56;306755311.74;7;2;4;2;7506;1;2024-03-04 21:35:57
2024-03-06;5969;2024-03-04 12:19:37;127942325.98;6;0;4;0;6496;2;2024-03-04 21:37:08
2024-03-06;7019;2024-03-04 21:37:07;127942325.98;4;1;6;1;6496;2;2024-03-04 21:37:08
2024-03-06;4679;2024-03-04 02:36:50;60369221.94;2;8;5;8;6411;2;2024-03-04 21:39:54
2024-03-06;7020;2024-03-04 21:39:53;60369221.94;5;0;2;0;6411;2;2024-03-04 21:39:54
2024-03-05;6009;2024-03-04 12:34:46;214454060.59;3;0;6;0;2673;1;2024-03-04 21:40:13
2024-03-05;7021;2024-03-04 21:40:12;214454060.59;6;4;3;4;2673;1;2024-03-04 21:40:13
2024-03-06;5029;2024-03-04 05:02:34;62629738.33;4;0;5;0;6271;2;2024-03-04 21:41:02
2024-03-06;7022;2024-03-04 21:41:01;62629738.33;5;2;4;2;6271;2;2024-03-04 21:41:02
2024-03-06;5579;2024-03-04 09:00:29;129667276.94;6;0;1;0;4120;2;2024-03-04 21:41:20
2024-03-06;7023;2024-03-04 21:41:19;129667276.94;1;6;6;6;4120;2;2024-03-04 21:41:20
2024-03-06;6944;2024-03-04 19:23:50;28914633.3;7;0;6;0;2467;2;2024-03-04 21:45:24
2024-03-06;7024;2024-03-04 21:45:23;28914633.3;6;6;7;6;2467;2;2024-03-04 21:45:24
2024-03-06;6349;2024-03-04 15:04:05;49991682.86;8;0;2;0;6268;2;2024-03-04 21:48:34
2024-03-06;7025;2024-03-04 21:48:33;49991682.86;2;2;8;2;6268;2;2024-03-04 21:48:34
2024-03-06;5643;2024-03-04 09:36:20;137557213.47;7;0;1;0;1346;2;2024-03-04 21:49:24
2024-03-06;7026;2024-03-04 21:49:23;137557213.47;1;4;7;4;1346;2;2024-03-04 21:49:24
2024-03-05;5583;2024-03-04 09:03:28;227459913.62;6;5;4;5;2262;1;2024-03-04 21:51:13
2024-03-05;7027;2024-03-04 21:51:12;227459913.62;4;0;6;0;2262;1;2024-03-04 21:51:13
2024-03-05;5814;2024-03-04 10:54:55;15646595.41;8;0;2;0;3767;1;2024-03-04 21:51:36
2024-03-05;7028;2024-03-04 21:51:35;15646595.41;2;7;8;7;3767;1;2024-03-04 21:51:36
2024-03-05;3138;2024-03-03 09:27:34;48128043.56;7;1;1;1;2617;2;2024-03-04 22:07:15
2024-03-05;7030;2024-03-04 22:07:14;48128043.56;1;0;7;0;2617;2;2024-03-04 22:07:15
2024-03-06;5456;2024-03-04 08:11:14;37111815.18;5;0;2;0;3068;2;2024-03-04 22:07:34
2024-03-06;7031;2024-03-04 22:07:33;37111815.18;2;2;5;2;3068;2;2024-03-04 22:07:34
2024-03-06;4785;2024-03-04 03:13:54;120616270.89;6;0;1;0;565;2;2024-03-04 22:18:19
2024-03-06;7032;2024-03-04 22:18:18;120616270.89;1;1;6;1;565;2;2024-03-04 22:18:19
2024-03-06;5242;2024-03-04 06:42:08;15465640.71;5;0;2;0;3592;2;2024-03-04 22:19:40
2024-03-06;7033;2024-03-04 22:19:39;15465640.71;2;6;5;6;3592;2;2024-03-04 22:19:40
2024-03-05;2454;2024-03-03 04:05:17;307839073.14;1;4;4;4;1158;2;2024-03-04 22:23:10
2024-03-05;7034;2024-03-04 22:23:09;307839073.14;4;0;1;0;1158;2;2024-03-04 22:23:10
2024-03-06;6555;2024-03-04 16:43:29;107305604.96;3;6;5;6;8994;2;2024-03-04 22:28:09
2024-03-06;7035;2024-03-04 22:28:08;107305604.96;5;0;3;0;8994;2;2024-03-04 22:28:09
2024-03-05;3483;2024-03-03 12:15:09;260689333.1;8;8;4;8;2656;2;2024-03-04 22:29:07
2024-03-05;7036;2024-03-04 22:29:06;260689333.1;4;0;8;0;2656;2;2024-03-04 22:29:07
2024-03-06;5478;2024-03-04 08:17:25;174173155.36;2;6;5;6;5605;2;2024-03-04 22:36:18
2024-03-06;7037;2024-03-04 22:36:17;174173155.36;5;0;2;0;5605;2;2024-03-04 22:36:18
2024-03-05;5899;2024-03-04 11:38:37;84870023.91;2;8;6;8;7623;1;2024-03-04 22:43:14
2024-03-05;7039;2024-03-04 22:43:13;84870023.91;6;0;2;0;7623;1;2024-03-04 22:43:14
2024-03-06;5130;2024-03-04 05:45:14;68950453.16;5;0;4;0;4547;2;2024-03-04 22:45:36
2024-03-06;7040;2024-03-04 22:45:35;68950453.16;4;6;5;6;4547;2;2024-03-04 22:45:36
2024-03-06;5327;2024-03-04 07:17:26;154247282.23;2;1;8;1;8687;2;2024-03-04 22:52:21
2024-03-06;7042;2024-03-04 22:52:20;154247282.23;8;0;2;0;8687;2;2024-03-04 22:52:21
2024-03-06;5196;2024-03-04 06:20:11;115939419.81;1;6;3;6;5278;2;2024-03-04 22:56:58
2024-03-06;7043;2024-03-04 22:56:57;115939419.81;3;0;1;0;5278;2;2024-03-04 22:56:58
2024-03-06;5081;2024-03-04 05:25:19;93907150.39;3;8;6;8;4259;2;2024-03-04 22:59:45
2024-03-06;7044;2024-03-04 22:59:44;93907150.39;6;0;3;0;4259;2;2024-03-04 22:59:45
2024-03-05;4896;2024-03-04 04:01:05;243598186.95;3;0;7;0;8067;1;2024-03-04 23:01:31
2024-03-05;7045;2024-03-04 23:01:30;243598186.95;7;1;3;1;8067;1;2024-03-04 23:01:31
2024-03-06;6278;2024-03-04 14:33:02;18478844.63;1;3;7;3;878;2;2024-03-04 23:02:53
2024-03-06;7047;2024-03-04 23:02:52;18478844.63;7;0;1;0;878;2;2024-03-04 23:02:53
2024-03-05;2859;2024-03-03 07:12:00;73319200.09;1;7;6;7;5872;2;2024-03-04 23:06:26
2024-03-05;7048;2024-03-04 23:06:25;73319200.09;6;0;1;0;5872;2;2024-03-04 23:06:26
2024-03-06;4716;2024-03-04 02:51:33;72169390.93;6;0;3;0;1072;2;2024-03-04 23:07:35
2024-03-06;7049;2024-03-04 23:07:34;72169390.93;3;8;6;8;1072;2;2024-03-04 23:07:35
2024-03-06;5453;2024-03-04 08:10:24;55778838.44;1;7;5;7;282;2;2024-03-04 23:08:47
2024-03-06;7050;2024-03-04 23:08:46;55778838.44;5;0;1;0;282;2;2024-03-04 23:08:47
2024-03-05;2190;2024-03-03 02:02:57;57474445.77;6;8;7;8;5073;2;2024-03-04 23:08:57
2024-03-05;7051;2024-03-04 23:08:56;57474445.77;7;0;6;0;5073;2;2024-03-04 23:08:57
2024-03-04;4292;2024-03-03 18:52:28;193666684.79;8;2;1;2;2044;1;2024-03-04 23:11:50
2024-03-04;7052;2024-03-04 23:11:49;193666684.79;1;0;8;0;2044;1;2024-03-04 23:11:50
2024-03-06;4906;2024-03-04 04:06:07;348888911.8;1;4;4;4;1901;2;2024-03-04 23:12:52
2024-03-06;7053;2024-03-04 23:12:51;348888911.8;4;0;1;0;1901;2;2024-03-04 23:12:52
2024-03-06;5676;2024-03-04 09:52:55;130912644.67;5;8;4;8;1670;2;2024-03-04 23:13:00
2024-03-06;7054;2024-03-04 23:12:59;130912644.67;4;0;5;0;1670;2;2024-03-04 23:13:00
2024-03-06;5545;2024-03-04 08:45:49;60506547.87;2;0;4;0;4383;2;2024-03-04 23:17:32
2024-03-06;7055;2024-03-04 23:17:31;60506547.87;4;1;2;1;4383;2;2024-03-04 23:17:32
2024-03-06;5476;2024-03-04 08:17:16;245727573.18;1;3;2;3;7058;2;2024-03-04 23:25:32
2024-03-06;7058;2024-03-04 23:25:31;245727573.18;2;0;1;0;7058;2;2024-03-04 23:25:32
2024-03-05;6656;2024-03-04 17:23:25;200346470.95;2;7;5;7;7299;1;2024-03-04 23:28:27
2024-03-05;7059;2024-03-04 23:28:26;200346470.95;5;0;2;0;7299;1;2024-03-04 23:28:27
2024-03-05;7029;2024-03-04 21:58:18;183278638.6;7;2;8;2;3615;1;2024-03-04 23:29:47
2024-03-05;7060;2024-03-04 23:29:46;183278638.6;8;0;7;0;3615;1;2024-03-04 23:29:47
2024-03-06;5594;2024-03-04 09:09:50;46633294.74;7;0;5;0;8336;2;2024-03-04 23:36:22
2024-03-06;7061;2024-03-04 23:36:21;46633294.74;5;1;7;1;8336;2;2024-03-04 23:36:22
2024-03-06;5893;2024-03-04 11:34:35;95784662.22;2;0;4;0;6407;2;2024-03-04 23:40:50
2024-03-06;7062;2024-03-04 23:40:49;95784662.22;4;2;2;2;6407;2;2024-03-04 23:40:50
2024-03-05;2193;2024-03-03 02:04:13;210656183.21;2;4;4;4;6150;2;2024-03-04 23:42:13
2024-03-05;7063;2024-03-04 23:42:12;210656183.21;4;0;2;0;6150;2;2024-03-04 23:42:13
2024-03-06;5347;2024-03-04 07:24:36;220661258.04;2;0;5;0;3863;2;2024-03-04 23:43:54
2024-03-06;7064;2024-03-04 23:43:53;220661258.04;5;8;2;8;3863;2;2024-03-04 23:43:54
2024-03-05;4017;2024-03-03 16:37:25;255116355.46;3;4;5;4;725;2;2024-03-04 23:45:41
2024-03-05;7065;2024-03-04 23:45:40;255116355.46;5;0;3;0;725;2;2024-03-04 23:45:41
2024-03-06;5333;2024-03-04 07:19:27;161348435.95;4;3;2;3;8767;2;2024-03-04 23:48:14
2024-03-06;7066;2024-03-04 23:48:13;161348435.95;2;0;4;0;8767;2;2024-03-04 23:48:14
2024-03-05;5084;2024-03-04 05:26:33;247789490.42;7;7;2;7;5422;1;2024-03-04 23:50:14
2024-03-05;7067;2024-03-04 23:50:13;247789490.42;2;0;7;0;5422;1;2024-03-04 23:50:14
2024-03-05;2839;2024-03-03 07:05:50;233304102.0;3;8;1;8;535;2;2024-03-04 23:55:34
2024-03-05;7069;2024-03-04 23:55:33;233304102.0;1;0;3;0;535;2;2024-03-04 23:55:34
2024-03-06;7068;2024-03-04 23:53:29;235056945.39;4;0;3;0;154;2;2024-03-04 23:57:29
2024-03-06;7071;2024-03-04 23:57:28;235056945.39;3;4;4;4;154;2;2024-03-04 23:57:29
2024-03-06;6893;2024-03-04 19:03:14;45928972.88;8;6;2;6;8770;2;2024-03-04 23:57:47
2024-03-06;7072;2024-03-04 23:57:46;45928972.88;2;0;8;0;8770;2;2024-03-04 23:57:47
2024-03-06;6705;2024-03-04 17:45:10;115802318.05;6;0;1;0;4278;2;2024-03-04 23:58:23
2024-03-06;7073;2024-03-04 23:58:22;115802318.05;1;5;6;5;4278;2;2024-03-04 23:58:23
2024-03-05;3542;2024-03-03 12:37:35;273759531.01;3;8;2;8;3001;2;2024-03-04 23:58:26
2024-03-05;7074;2024-03-04 23:58:25;273759531.01;2;0;3;0;3001;2;2024-03-04 23:58:26
2024-03-06;6894;2024-03-04 19:04:20;84029565.54;8;5;6;5;772;2;2024-03-04 23:59:26
2024-03-06;7075;2024-03-04 23:59:25;84029565.54;6;0;8;0;772;2;2024-03-04 23:59:26
