Time;2;0;3;4;1;5;Credit limit
2024-01-01 18:45:00;8658308073;2265167595;6609793015;7522254956;5307769870;768779156;-1256740857
2024-01-01 19:00:00;8538465345;2453256368;6586471627;7477330299;5307769870;768779156;-1256740857
2024-01-01 19:15:00;8639163790;2489208456;6780711308;7477330299;5096185648;649473165;-1256740857
2024-01-01 19:30:00;8801131889;2242734692;6931850382;7477330299;5029552239;649473165;-1256740857
2024-01-01 19:45:00;8801131889;2242734692;6931850382;7477330299;5029552239;649473165;-1256740857
2024-01-01 20:00:00;8801131889;2242734692;6931850382;7477330299;5029552239;649473165;-1256740857
2024-01-01 20:15:00;8801131889;2242734692;6931850382;7477330299;5029552239;649473165;-1256740857
2024-01-01 20:30:00;8801131889;2242734692;6931850382;7477330299;5029552239;649473165;-1256740857
2024-01-01 20:45:00;8801131889;2242734692;6931850382;7477330299;5029552239;649473165;-1256740857
2024-01-01 21:00:00;8801131889;2242734692;6931850382;7477330299;5029552239;649473165;-1256740857
2024-01-01 21:15:00;8801131889;2242734692;6931850382;7477330299;5029552239;649473165;-1256740857
2024-01-01 21:30:00;8801131889;2242734692;6931850382;7477330299;5029552239;649473165;-1256740857
2024-01-01 21:45:00;8801131889;2242734692;6931850382;7477330299;5029552239;649473165;-1256740857
2024-01-01 22:00:00;8801131889;2242734692;6931850382;7477330299;5029552239;649473165;-1256740857
2024-01-01 22:15:00;8801131889;2242734692;6931850382;7477330299;5029552239;649473165;-1256740857
2024-01-01 22:30:00;8801131889;2242734692;6931850382;7477330299;5029552239;649473165;-1256740857
2024-01-01 22:45:00;8801131889;2242734692;6931850382;7477330299;5029552239;649473165;-1256740857
2024-01-01 23:00:00;8801131889;2242734692;6931850382;7477330299;5029552239;649473165;-1256740857
2024-01-01 23:15:00;8801131889;2242734692;6931850382;7477330299;5029552239;649473165;-1256740857
2024-01-01 23:30:00;8801131889;2242734692;6931850382;7477330299;5029552239;649473165;-1256740857
2024-01-01 23:45:00;8801131889;2242734692;6931850382;7477330299;5029552239;649473165;-1256740857
2024-01-01 23:59:59;8801131889;2242734692;6931850382;7477330299;5029552239;649473165;-1256740857
